Reviewer_Name,Review_Body,Review_Date,Rating,Country,Helpful_Tag,Travel Category,Require_Translate,City,Attraction_Rank,Year,Month
Clarence,Amazing park and view. We thoroughly enjoyed it!!!!!!!,2021-11-10,5,,Helpful,,False,Barcelona,top2,2021,November
Clarence,Amazing park and view. We thoroughly enjoyed it!!!!!!!,2021-11-10,5,,Helpful,,False,Barcelona,top2,2021,November
Anonymous,There are no comments available for this review,2021-11-11,3,,,,False,Barcelona,top1,2021,November
Anonymous,There are no comments available for this review,2021-11-12,3,,,,False,Barcelona,top1,2021,November
Anonymous,Entrance controls are strict and staff are not friendly to tourists. For the rest nothing to say!,2021-11-13,4,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,"It had been more than 20 years since I had returned to Barcelona capital and I had never seen the Sagrada Familia. The truth is that it impressed me a lot, although the entrance fee was expensive for the short time I was there, but I guess they will have to pay for such an incredible work.",2021-11-14,5,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,Nickel,2021-11-14,5,,Helpful,,True,Barcelona,top1,2021,November
Kaycie,"It was amazing!!! Although it was gloomy when we went there, my family and I enjoyed it. The view from the top spot was breathtaking. ❤",2021-11-14,5,,Helpful,,False,Barcelona,top2,2021,November
Kaycie,"It was amazing!!! Although it was gloomy when we went there, my family and I enjoyed it. The view from the top spot was breathtaking. ❤",2021-11-14,5,,Helpful,,False,Barcelona,top2,2021,November
Anonymous,"Beautiful
excellent services with great descriptions",2021-11-15,5,,Helpful,,True,Barcelona,top1,2021,November
Vivencio,It was amazing. However there is nothing much to see on the backside part of the park.,2021-11-15,4,,Helpful,,False,Barcelona,top2,2021,November
Vivencio,It was amazing. However there is nothing much to see on the backside part of the park.,2021-11-15,4,,Helpful,,False,Barcelona,top2,2021,November
Anonymous,There are no comments available for this review,2021-11-17,5,,,,False,Barcelona,top1,2021,November
Anonymous,There are no comments available for this review,2021-11-17,5,,,,False,Barcelona,top1,2021,November
Anonymous,"Only one recommendation: the machine to buy the cathedral's medals, which is on the first level, did not allow the change from bill to coin and when I entered the coins - after finding coins among relatives - it kept them and I did not receive the medal .No person to complain to",2021-11-18,4,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,"Thank you very much for your services, unfortunately we were not able to make the visit since for personal reasons we could not make the trip to Barcelona. I hope to be able to do it in the future since I find the visit very interesting. Thank you very much.",2021-11-24,5,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,"The entrance to the Sagrada Familia was quick and without complications. The audio guide is great if you follow the instructions, otherwise you will miss the explanation. A wonderful experience!",2021-11-28,5,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,There are no comments available for this review,2021-11-30,5,,,,False,Barcelona,top1,2021,November
Anonymous,There are no comments available for this review,2021-11-30,4,,,,False,Barcelona,top1,2021,November
Anonymous,There are no comments available for this review,2021-12-05,5,,,,False,Barcelona,top1,2021,December
Anonymous,"Everything in order, access to audio, etc.
Very good experience
Beautiful Cathedral",2021-12-06,5,,Helpful,,True,Barcelona,top1,2021,December
Anonymous,Very expensive,2021-12-08,3,,Helpful,,True,Barcelona,top1,2021,December
HYOUNGOK,"The Park Güell shuttle bus, which was included in the voucher, has stopped operating.",2021-12-09,2,,Helpful,,True,Barcelona,top2,2021,December
Ahra,"The Park Güell shuttle bus, which was included in the voucher, has stopped operating.",2021-12-09,2,,Helpful,,True,Barcelona,top2,2021,December
Anonymous,There are no comments available for this review,2021-12-12,5,,,,False,Barcelona,top1,2021,December
Anonymous,"Simple schedules are respected..
It is magnificent...what more can I say, a monumental work to absolutely see whether from the inside or the outside.",2021-12-30,4,,Helpful,,True,Barcelona,top1,2021,December
Hui Wen,"Easy redemption at park entrance by scanning qr code. However, we did not manage to find the shuttle bus service that was included in the ticket.",2022-01-07,4,,Helpful,,False,Barcelona,top2,2022,January
Hui Wen,"Easy redemption at park entrance by scanning qr code. However, we did not manage to find the shuttle bus service that was included in the ticket.",2022-01-07,4,,Helpful,,False,Barcelona,top2,2022,January
Mohammad Ikhsan,great place! so many beautiful structures and instagrammable spots.,2022-01-08,5,,Helpful,,False,Barcelona,top2,2022,January
Mohammad Ikhsan,great place! so many beautiful structures and instagrammable spots.,2022-01-08,5,,Helpful,,False,Barcelona,top2,2022,January
Chelsie,"Preorder the ticketcan skip the long quene, 
its cheaper! theres excellent view of barcelona",2022-01-10,5,,Helpful,,False,Barcelona,top2,2022,January
Chelsie,"Preorder the ticketcan skip the long quene, 
its cheaper! theres excellent view of barcelona",2022-01-10,5,,Helpful,,False,Barcelona,top2,2022,January
Anonymous,An extraordinary feat. This Monument links the ancient to the modern...it is a must-see even from the outside.,2022-01-11,5,,Helpful,,True,Barcelona,top1,2022,January
SUHO,Please reserve your Park Guell admission ticket in advance as it is a cosmic country.,2022-01-17,5,,Helpful,,True,Barcelona,top2,2022,January
SUHO,Please reserve your Park Guell admission ticket in advance as it is a cosmic country.,2022-01-17,5,,Helpful,,True,Barcelona,top2,2022,January
ChengI,"2019.06
Arriving early in the morning, it seemed that explosives had been planted.
So I was stopped outside by the police
Came in relatively late
I can’t stand the hot weather after walking around for a long time😂",2022-02-09,5,,Helpful,,True,Barcelona,top2,2022,February
ChengI,"2019.06
Arriving early in the morning, it seemed that explosives had been planted.
So I was stopped outside by the police
Came in relatively late
I can’t stand the hot weather after walking around for a long time😂",2022-02-09,5,,Helpful,,True,Barcelona,top2,2022,February
Mohammad Ikhsan,great place and easy to book. the transportation is also convenient.,2022-02-14,4,,Helpful,,False,Barcelona,top2,2022,February
Mohammad Ikhsan,great place and easy to book. the transportation is also convenient.,2022-02-14,4,,Helpful,,False,Barcelona,top2,2022,February
Anonymous,There are no comments available for this review,2022-02-19,5,,,,False,Barcelona,top1,2022,February
Anonymous,"Magnificent passage through Barcelona, ​​the visit to the Sagrada Familia and the unmissable passage of Barcelona",2022-03-02,5,,Helpful,,True,Barcelona,top1,2022,March
Ma Gabrielle Castro,highly recommended to do this and arrive really early in the morning to avoid big crowds.,2022-03-13,5,,Helpful,,False,Barcelona,top2,2022,March
Ma Gabrielle Castro,highly recommended to do this and arrive really early in the morning to avoid big crowds.,2022-03-13,5,,Helpful,,False,Barcelona,top2,2022,March
Anonymous,There are no comments available for this review,2022-03-14,5,,,,False,Barcelona,top1,2022,March
MengJung,"Although many places were under renovation when I went there, it was very convenient to have a ticket in hand and not waste time queuing!",2022-03-14,5,,Helpful,,True,Barcelona,top2,2022,March
MengJung,"Although many places were under renovation when I went there, it was very convenient to have a ticket in hand and not waste time queuing!",2022-03-14,5,,Helpful,,True,Barcelona,top2,2022,March
Anonymous,There are no comments available for this review,2022-04-09,4,,,,False,Barcelona,top1,2022,April
Peng Tong,One of the place must visit if you travel to Barcelona.,2022-04-10,4,,Helpful,,False,Barcelona,top2,2022,April
Peng Tong,One of the place must visit if you travel to Barcelona.,2022-04-10,4,,Helpful,,False,Barcelona,top2,2022,April
Tarin,The redemption is fuss free and you can explore the area at your own pace,2022-04-11,5,,Helpful,,False,Barcelona,top2,2022,April
Tarin,The redemption is fuss free and you can explore the area at your own pace,2022-04-11,5,,Helpful,,False,Barcelona,top2,2022,April
young sun,"I used it comfortably.
thank you!",2022-04-15,5,,Helpful,,True,Barcelona,top2,2022,April
young sun,"I used it comfortably.
thank you!",2022-04-15,5,,Helpful,,True,Barcelona,top2,2022,April
POH TECK HENDRIC,Unfortunately the tickets are not open dated so it wasn't absolutely necessary to buy them early as you can easily get them online or on the spot.,2022-04-20,3,,Helpful,,False,Barcelona,top2,2022,April
POH TECK HENDRIC,Unfortunately the tickets are not open dated so it wasn't absolutely necessary to buy them early as you can easily get them online or on the spot.,2022-04-20,3,,Helpful,,False,Barcelona,top2,2022,April
Hui Yu,"Very convenient with the online tickets. Place is lovely as well, worth the visit!",2022-05-03,5,,Helpful,,False,Barcelona,top2,2022,May
Hui Yu,"Very convenient with the online tickets. Place is lovely as well, worth the visit!",2022-05-03,5,,Helpful,,False,Barcelona,top2,2022,May
Anonymous,very appropriate and complete,2022-06-03,5,,Helpful,,True,Barcelona,top1,2022,June
Anonymous,There are no comments available for this review,2022-06-14,4,,,,False,Barcelona,top1,2022,June
Anonymous,Our entrance tickets were easily loaded and worked very nicely to enter. A good way to go!,2022-06-30,5,,Helpful,,False,Barcelona,top1,2022,June
Anonymous,There are no comments available for this review,2022-07-03,4,,,,False,Barcelona,top1,2022,July
Weiting,"Fuss free experience, value for money! Highly recommended!!",2022-07-10,5,,Helpful,,False,Barcelona,top2,2022,July
Weiting,"Fuss free experience, value for money! Highly recommended!!",2022-07-10,5,,Helpful,,False,Barcelona,top2,2022,July
Anonymous,There are no comments available for this review,2022-07-11,4,,,,False,Barcelona,top1,2022,July
Anonymous,There are no comments available for this review,2022-07-17,5,,,,False,Barcelona,top1,2022,July
Anonymous,There are no comments available for this review,2022-07-28,3,,,,False,Barcelona,top1,2022,July
Anonymous,Everything offered was fulfilled. The audio guide is very useful,2022-08-14,5,,Helpful,,True,Barcelona,top1,2022,August
Anonymous,There are no comments available for this review,2022-08-20,5,,,,False,Barcelona,top1,2022,August
Anonymous,There are no comments available for this review,2022-09-16,5,,,,False,Barcelona,top1,2022,September
Sofiah Binti,It was amazing! I enjoyed the beautiful view from up at Park Guell!!,2022-10-02,4,,Helpful,,False,Barcelona,top2,2022,October
Sofiah Binti,It was amazing! I enjoyed the beautiful view from up at Park Guell!!,2022-10-02,4,,Helpful,,False,Barcelona,top2,2022,October
Anonymous,"Excellent, without any inconvenience.
Thank you",2022-10-11,5,,Helpful,,True,Barcelona,top1,2022,October
Anonymous,There are no comments available for this review,2022-11-05,4,,,,False,Barcelona,top1,2022,November
Anonymous,There are no comments available for this review,2022-11-05,5,,,,False,Barcelona,top1,2022,November
Anonymous,There are no comments available for this review,2022-11-05,5,,,,False,Barcelona,top1,2022,November
Anne Marie,Fabulous What a masterpiece To do at all costs,2022-11-06,5,France,Helpful,,True,Barcelona,top1,2022,November
Domingo Jr,"So amazing, its a must to visit this place when you're in Barcelona.",2022-11-06,5,Philippines,Helpful,,False,Barcelona,top1,2022,November
Anonymous,There are no comments available for this review,2022-11-06,5,,,,False,Barcelona,top1,2022,November
MARIE,Nice park. Go early so you won’t have to wait in line,2022-11-06,5,,Helpful,,False,Barcelona,top2,2022,November
MARIE,Nice park. Go early so you won’t have to wait in line,2022-11-06,5,,Helpful,,False,Barcelona,top2,2022,November
Charlene,"This was one of the most beautiful churches I have ever seen! We went in the late afternoon, the sun was shining through the stain glass windows, it was magical!! It was an extraordinary experience! We hope we can return when it is fully finished.",2022-11-07,5,United States,Helpful,,False,Barcelona,top1,2022,November
Anonymous,There are no comments available for this review,2022-11-08,5,,,,False,Barcelona,top1,2022,November
Anonymous,There are no comments available for this review,2022-11-08,3,,,,False,Barcelona,top1,2022,November
Miklós Dezső,The audio guide is difficult to follow.,2022-11-09,4,Hungary,Helpful,,True,Barcelona,top1,2022,November
Anonymous,There are no comments available for this review,2022-11-09,5,,,,False,Barcelona,top1,2022,November
Anonymous,There are no comments available for this review,2022-11-09,5,,,,False,Barcelona,top1,2022,November
Sau Mui,"There is KLOOK arrangement, the price is reasonable, and the snack arrangement is highly recommended.",2022-11-09,5,,Helpful,,True,Barcelona,top2,2022,November
Sau Mui,"There is KLOOK arrangement, the price is reasonable, and the snack arrangement is highly recommended.",2022-11-09,5,,Helpful,,True,Barcelona,top2,2022,November
MIN JUNG,I'm so satisfied. I enjoyed it. I was able to prepare in advance and go and see it comfortably.,2022-11-11,5,,Helpful,,True,Barcelona,top2,2022,November
MIN JUNG,I'm so satisfied. I enjoyed it. I was able to prepare in advance and go and see it comfortably.,2022-11-11,5,,Helpful,,True,Barcelona,top2,2022,November
Manuel,"A pearl that cannot be missed in your Barcelona itinerary, even if very expensive like all the attractions of this city",2022-11-13,4,Italy,Helpful,,True,Barcelona,top1,2022,November
min,The church is amazing and the audio guide is very helpful.,2022-11-14,5,Canada,Helpful,,False,Barcelona,top1,2022,November
Anonymous,There are no comments available for this review,2022-11-14,5,,,,False,Barcelona,top1,2022,November
Pedro,They told me it was without audio guide,2022-11-14,1,Spain,Helpful,,True,Barcelona,top1,2022,November
Anonymous,There are no comments available for this review,2022-11-16,5,,,,False,Barcelona,top1,2022,November
Anonymous,There are no comments available for this review,2022-11-17,4,,,,False,Barcelona,top1,2022,November
Virginia,Excellent safe and fast purchase,2022-11-20,5,Italy,Helpful,,True,Barcelona,top1,2022,November
SINISA,"You only provided entry for a high price and did not offer and it was not included to go to the tower. In addition, you did not write when you should come to visit the crypt. A little information on the offer for a beautiful object.",2022-11-20,2,Croatia,Helpful,,True,Barcelona,top1,2022,November
Anonymous,There are no comments available for this review,2022-11-21,5,,,,False,Barcelona,top1,2022,November
Anonymous,There are no comments available for this review,2022-11-21,5,,,,False,Barcelona,top1,2022,November
Carolene Mae,"Perfect day at park guell in Barcelona, the ticket made everything easy peasy! I enjoyed walking around the park and seeing all the beautiful designs and architecture",2022-11-21,5,,Helpful,,False,Barcelona,top2,2022,November
Carolene Mae,"Perfect day at park guell in Barcelona, the ticket made everything easy peasy! I enjoyed walking around the park and seeing all the beautiful designs and architecture",2022-11-21,5,,Helpful,,False,Barcelona,top2,2022,November
Carla,"It's an incredible place, very rich in details and full of stories and symbols, although the price is a little high, it's well worth it, and the audio guide is very explanatory and rich in details.",2022-11-22,5,Portugal,Helpful,,True,Barcelona,top1,2022,November
Anonymous,There are no comments available for this review,2022-11-23,5,,,,False,Barcelona,top1,2022,November
Anonymous,There are no comments available for this review,2022-11-23,5,,,,False,Barcelona,top1,2022,November
Anonymous,There are no comments available for this review,2022-11-24,4,,,,False,Barcelona,top1,2022,November
Giulia,Price paid to enter was excessively high considering that we were unable to visit the towers because they were closed to the public. So the driving car was of little use and among other things if you wanted to extend it you had to pay. The structure is splendid in its shape and architecture but the entry cost absolutely does not cover the services offered.,2022-11-24,3,Italy,Helpful,,True,Barcelona,top1,2022,November
Anonymous,There are no comments available for this review,2022-11-24,5,,,,False,Barcelona,top1,2022,November
Anonymous,There are no comments available for this review,2022-11-25,5,,,,False,Barcelona,top1,2022,November
Anonymous,There are no comments available for this review,2022-11-27,5,,,,False,Barcelona,top1,2022,November
Persefoni,There are no comments available for this review,2022-11-28,5,Greece,,,False,Barcelona,top1,2022,November
Anonymous,There are no comments available for this review,2022-11-28,5,,,,False,Barcelona,top1,2022,November
Pedro,We were not able to download the audio guide.,2022-11-28,1,Puerto Rico,Helpful,,False,Barcelona,top1,2022,November
Anonymous,There are no comments available for this review,2022-11-28,5,,,,False,Barcelona,top1,2022,November
Anonymous,It is a magnificent place that remains forever in the memory of those who visit it.,2022-11-28,5,,Helpful,,True,Barcelona,top1,2022,November
Rozeta,There are no comments available for this review,2022-11-29,1,Italy,,,False,Barcelona,top1,2022,November
Robin,There are no comments available for this review,2022-11-29,4,France,,,False,Barcelona,top1,2022,November
Santina,There are no comments available for this review,2022-11-29,4,Italy,,,False,Barcelona,top1,2022,November
Denis,There are no comments available for this review,2022-11-29,5,,,,False,Barcelona,top1,2022,November
Oksana,There are no comments available for this review,2022-11-30,5,Estonia,,,False,Barcelona,top1,2022,November
Andrew,"Simply Stunning - not sure the extra for the Passion Towers is worth it at the moment but I am sure it will be in time. In the main building, just sit and, especially on a sunny day, watch the sun move light and colour around the inside. There is not another building like this so allow a good few hours to do it justice.",2022-11-30,5,United Kingdom,Helpful,,False,Barcelona,top1,2022,November
Gunnar,Wonderful and inspiring for all who visit this cathedral.,2022-12-01,4,,Helpful,,True,Barcelona,top1,2022,December
