Reviewer_Name,Review_Body,Review_Date,Rating,Country,Helpful_Tag,Travel Category,Require_Translate,City,Attraction_Rank,Year,Month
Anonymous,quick access sagrada familia downloaded audio guide practical small downside several applications sagrada familia downloaded correct one codes work contacted musement told app right,2021-10-21,5,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-22,5,,,,False,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-22,5,,,,False,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-22,4,,,,False,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-22,5,,,,False,Barcelona,top1,2021,October
Anonymous,amazing,2021-10-22,5,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-23,5,,,,False,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-23,4,,,,False,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-23,5,,,,False,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-23,4,,,,False,Barcelona,top1,2021,October
Anonymous,wonder inspired holy spirit gaudí beautiful city barcelona spain !!!,2021-10-23,5,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-24,5,,,,False,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-24,5,,,,False,Barcelona,top1,2021,October
Anonymous,confusing many people,2021-10-24,4,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,impressive stunning must barcelona travelers ! !,2021-10-24,5,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-25,5,,,,False,Barcelona,top1,2021,October
Anonymous,cathedral sublime emotions sensations wonder every corner monument however audio guide service needs improvement !,2021-10-25,4,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,good organisation simple effective safety anti covid checks museum fantastic full amazing works art missed,2021-10-25,5,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-26,5,,,,False,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-26,4,,,,False,Barcelona,top1,2021,October
Anonymous,visit sagrada familia essential barcelona purchasing tickets advance great idea waiting line returning next day impressive temple matter whether catholic important thing know gaudí work,2021-10-26,5,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,speechless wonder ! !!!,2021-10-26,5,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,visit sagrada familia essential barcelona purchasing tickets advance great idea waiting line returning next day impressive temple matter whether catholic important thing know gaudí work,2021-10-26,5,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-27,5,,,,False,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-27,5,,,,False,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-28,5,,,,False,Barcelona,top1,2021,October
Anonymous,absolutely beautiful magnificent,2021-10-28,5,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-29,4,,,,False,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-29,5,,,,False,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-29,5,,,,False,Barcelona,top1,2021,October
Anonymous,magnificent visit well organized enter building note problem flow management despite ticket reserved fixed time queue around minutes long young children,2021-10-29,4,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,magical moment serenity bathed light,2021-10-29,5,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,explanations provided audio guide language architecture impressive spend hours seeing details addition light sound highlighted specific construction word advice go afternoon enjoy light effects,2021-10-29,5,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,magnificent,2021-10-29,5,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-30,5,,,,False,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-30,4,,,,False,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-30,3,,,,False,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-30,5,,,,False,Barcelona,top1,2021,October
Anonymous,superb site moving,2021-10-30,5,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,visit well bad insist lot audio guide site wanted take guided tour application cell phone planned booking ! !,2021-10-30,4,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,truly magnificent visit forgotten,2021-10-30,5,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,sagrada unique nothing compare incredible architecture vision gaudi seer scientist artist upon entering overwhelmed everything actually never touched architecture beautiful ! !,2021-10-30,5,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,comments available review,2021-10-31,5,,,,False,Barcelona,top1,2021,October
Anonymous,tickets purchased advance p admission queue still long due security checks entry time therefore completely irrelevant audio guide broken replaced broken viewing period ends p p !,2021-10-31,3,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,really liked entire visit sagrada familia impressive magical everything well organized,2021-10-31,5,,Helpful,,True,Barcelona,top1,2021,October
Anonymous,well organized reception agents present help us connect application big congratulations congratulations whole team,2021-10-31,5,,Helpful,,True,Barcelona,top1,2021,October
Marilet Lian,package inclusions updated says includes bus guell alfons x station however pandemic ride currently operating waiting couple minutes station without clue bus coming,2021-11-01,1,,Helpful,,False,Barcelona,top2,2021,November
Marilet Lian,package inclusions updated says includes bus guell alfons x station however pandemic ride currently operating waiting couple minutes station without clue bus coming,2021-11-01,1,,Helpful,,False,Barcelona,top2,2021,November
Anonymous,comments available review,2021-11-02,5,,,,False,Barcelona,top1,2021,November
Anonymous,good service clear instructions,2021-11-02,5,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,comments available review,2021-11-03,4,,,,False,Barcelona,top1,2021,November
Anonymous,comments available review,2021-11-03,5,,,,False,Barcelona,top1,2021,November
Anonymous,comments available review,2021-11-03,5,,,,False,Barcelona,top1,2021,November
Anonymous,essential visiting barcelona visit audio guide dedicated application monument,2021-11-03,4,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,comments available review,2021-11-04,4,,,,False,Barcelona,top1,2021,November
Anonymous,marvel already come years ago see work progressed well perhaps one day see finished,2021-11-04,5,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,already years ago things changed lot work inside finished general impression upon entering breathtaking !,2021-11-04,5,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,comments available review,2021-11-05,5,,,,False,Barcelona,top1,2021,November
Anonymous,comments available review,2021-11-05,5,,,,False,Barcelona,top1,2021,November
Anonymous,comments available review,2021-11-06,5,,,,False,Barcelona,top1,2021,November
Anonymous,comments available review,2021-11-06,5,,,,False,Barcelona,top1,2021,November
Anonymous,comments available review,2021-11-07,5,,,,False,Barcelona,top1,2021,November
Anonymous,price high !!,2021-11-07,3,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,comments available review,2021-11-08,5,,,,False,Barcelona,top1,2021,November
Anonymous,everything planned without setbacks,2021-11-08,5,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,spectacular sunset lights windows breathtaking !!,2021-11-08,5,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,comments available review,2021-11-09,4,,,,False,Barcelona,top1,2021,November
Anonymous,comments available review,2021-11-09,4,,,,False,Barcelona,top1,2021,November
Anonymous,comments available review,2021-11-09,5,,,,False,Barcelona,top1,2021,November
Anonymous,sagrada familia one impressive churches world architecture developed gaudi visible outside also unfolds full genius inside church light combination colorful windows particularly impressive,2021-11-09,5,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,extraordinary visit sagrada familia go back,2021-11-09,5,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,warm welcome staff guided us configure iplones many thanks valuable help sympathy bravo work welcome,2021-11-09,5,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,warm welcome staff guided us configure iplones many thanks valuable help sympathy bravo work welcome,2021-11-09,5,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,comments available review,2021-11-10,4,,,,False,Barcelona,top1,2021,November
Clarence,amazing park view thoroughly enjoyed !!!!!!!,2021-11-10,5,,Helpful,,False,Barcelona,top2,2021,November
Clarence,amazing park view thoroughly enjoyed !!!!!!!,2021-11-10,5,,Helpful,,False,Barcelona,top2,2021,November
Anonymous,comments available review,2021-11-11,3,,,,False,Barcelona,top1,2021,November
Anonymous,comments available review,2021-11-12,3,,,,False,Barcelona,top1,2021,November
Anonymous,entrance controls strict staff friendly tourists rest nothing say !,2021-11-13,4,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,years since returned barcelona capital never seen sagrada familia truth impressed lot although entrance fee expensive short time guess pay incredible work,2021-11-14,5,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,nickel,2021-11-14,5,,Helpful,,True,Barcelona,top1,2021,November
Kaycie,amazing although gloomy went family enjoyed view top spot breathtaking !!! ❤,2021-11-14,5,,Helpful,,False,Barcelona,top2,2021,November
Kaycie,amazing although gloomy went family enjoyed view top spot breathtaking !!! ❤,2021-11-14,5,,Helpful,,False,Barcelona,top2,2021,November
Anonymous,beautiful excellent services great descriptions,2021-11-15,5,,Helpful,,True,Barcelona,top1,2021,November
Vivencio,amazing however nothing much see backside part park,2021-11-15,4,,Helpful,,False,Barcelona,top2,2021,November
Vivencio,amazing however nothing much see backside part park,2021-11-15,4,,Helpful,,False,Barcelona,top2,2021,November
Anonymous,comments available review,2021-11-17,5,,,,False,Barcelona,top1,2021,November
Anonymous,comments available review,2021-11-17,5,,,,False,Barcelona,top1,2021,November
Anonymous,one recommendation machine buy cathedral medals first level allow change bill coin entered coins finding coins among relatives kept receive medal person complain,2021-11-18,4,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,thank much services unfortunately able make visit since personal reasons could make trip barcelona hope able future since find visit interesting thank much,2021-11-24,5,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,entrance sagrada familia quick without complications audio guide great follow instructions otherwise miss explanation wonderful experience !,2021-11-28,5,,Helpful,,True,Barcelona,top1,2021,November
Anonymous,comments available review,2021-11-30,5,,,,False,Barcelona,top1,2021,November
Anonymous,comments available review,2021-11-30,4,,,,False,Barcelona,top1,2021,November
Anonymous,comments available review,2021-12-05,5,,,,False,Barcelona,top1,2021,December
Anonymous,everything order access audio etc good experience beautiful cathedral,2021-12-06,5,,Helpful,,True,Barcelona,top1,2021,December
Anonymous,expensive,2021-12-08,3,,Helpful,,True,Barcelona,top1,2021,December
HYOUNGOK,park güell shuttle bus included voucher stopped operating,2021-12-09,2,,Helpful,,True,Barcelona,top2,2021,December
Ahra,park güell shuttle bus included voucher stopped operating,2021-12-09,2,,Helpful,,True,Barcelona,top2,2021,December
Anonymous,comments available review,2021-12-12,5,,,,False,Barcelona,top1,2021,December
Anonymous,simple schedules respected magnificent say monumental work absolutely see whether inside outside,2021-12-30,4,,Helpful,,True,Barcelona,top1,2021,December
Hui Wen,easy redemption park entrance scanning qr code however manage find shuttle bus service included ticket,2022-01-07,4,,Helpful,,False,Barcelona,top2,2022,January
Hui Wen,easy redemption park entrance scanning qr code however manage find shuttle bus service included ticket,2022-01-07,4,,Helpful,,False,Barcelona,top2,2022,January
Mohammad Ikhsan,great place many beautiful structures instagrammable spots !,2022-01-08,5,,Helpful,,False,Barcelona,top2,2022,January
Mohammad Ikhsan,great place many beautiful structures instagrammable spots !,2022-01-08,5,,Helpful,,False,Barcelona,top2,2022,January
Chelsie,preorder ticketcan skip long quene cheaper theres excellent view barcelona !,2022-01-10,5,,Helpful,,False,Barcelona,top2,2022,January
Chelsie,preorder ticketcan skip long quene cheaper theres excellent view barcelona !,2022-01-10,5,,Helpful,,False,Barcelona,top2,2022,January
Anonymous,extraordinary feat monument links ancient modern must see even outside,2022-01-11,5,,Helpful,,True,Barcelona,top1,2022,January
SUHO,please reserve park guell admission ticket advance cosmic country,2022-01-17,5,,Helpful,,True,Barcelona,top2,2022,January
SUHO,please reserve park guell admission ticket advance cosmic country,2022-01-17,5,,Helpful,,True,Barcelona,top2,2022,January
ChengI,arriving early morning seemed explosives planted stopped outside police came relatively late stand hot weather walking around long time 😂,2022-02-09,5,,Helpful,,True,Barcelona,top2,2022,February
ChengI,arriving early morning seemed explosives planted stopped outside police came relatively late stand hot weather walking around long time 😂,2022-02-09,5,,Helpful,,True,Barcelona,top2,2022,February
Mohammad Ikhsan,great place easy book transportation also convenient,2022-02-14,4,,Helpful,,False,Barcelona,top2,2022,February
Mohammad Ikhsan,great place easy book transportation also convenient,2022-02-14,4,,Helpful,,False,Barcelona,top2,2022,February
Anonymous,comments available review,2022-02-19,5,,,,False,Barcelona,top1,2022,February
Anonymous,magnificent passage barcelona visit sagrada familia unmissable passage barcelona,2022-03-02,5,,Helpful,,True,Barcelona,top1,2022,March
Ma Gabrielle Castro,highly recommended arrive really early morning avoid big crowds,2022-03-13,5,,Helpful,,False,Barcelona,top2,2022,March
Ma Gabrielle Castro,highly recommended arrive really early morning avoid big crowds,2022-03-13,5,,Helpful,,False,Barcelona,top2,2022,March
Anonymous,comments available review,2022-03-14,5,,,,False,Barcelona,top1,2022,March
MengJung,although many places renovation went convenient ticket hand waste time queuing !,2022-03-14,5,,Helpful,,True,Barcelona,top2,2022,March
MengJung,although many places renovation went convenient ticket hand waste time queuing !,2022-03-14,5,,Helpful,,True,Barcelona,top2,2022,March
Anonymous,comments available review,2022-04-09,4,,,,False,Barcelona,top1,2022,April
Peng Tong,one place must visit travel barcelona,2022-04-10,4,,Helpful,,False,Barcelona,top2,2022,April
Peng Tong,one place must visit travel barcelona,2022-04-10,4,,Helpful,,False,Barcelona,top2,2022,April
Tarin,redemption fuss free explore area pace,2022-04-11,5,,Helpful,,False,Barcelona,top2,2022,April
Tarin,redemption fuss free explore area pace,2022-04-11,5,,Helpful,,False,Barcelona,top2,2022,April
young sun,used comfortably thank !,2022-04-15,5,,Helpful,,True,Barcelona,top2,2022,April
young sun,used comfortably thank !,2022-04-15,5,,Helpful,,True,Barcelona,top2,2022,April
POH TECK HENDRIC,unfortunately tickets open dated absolutely necessary buy early easily get online spot,2022-04-20,3,,Helpful,,False,Barcelona,top2,2022,April
POH TECK HENDRIC,unfortunately tickets open dated absolutely necessary buy early easily get online spot,2022-04-20,3,,Helpful,,False,Barcelona,top2,2022,April
Hui Yu,convenient online tickets place lovely well worth visit !,2022-05-03,5,,Helpful,,False,Barcelona,top2,2022,May
Hui Yu,convenient online tickets place lovely well worth visit !,2022-05-03,5,,Helpful,,False,Barcelona,top2,2022,May
Anonymous,appropriate complete,2022-06-03,5,,Helpful,,True,Barcelona,top1,2022,June
Anonymous,comments available review,2022-06-14,4,,,,False,Barcelona,top1,2022,June
Anonymous,entrance tickets easily loaded worked nicely enter good way go !,2022-06-30,5,,Helpful,,False,Barcelona,top1,2022,June
Anonymous,comments available review,2022-07-03,4,,,,False,Barcelona,top1,2022,July
Weiting,fuss free experience value money highly recommended ! !!,2022-07-10,5,,Helpful,,False,Barcelona,top2,2022,July
Weiting,fuss free experience value money highly recommended ! !!,2022-07-10,5,,Helpful,,False,Barcelona,top2,2022,July
Anonymous,comments available review,2022-07-11,4,,,,False,Barcelona,top1,2022,July
Anonymous,comments available review,2022-07-17,5,,,,False,Barcelona,top1,2022,July
Anonymous,comments available review,2022-07-28,3,,,,False,Barcelona,top1,2022,July
Anonymous,everything offered fulfilled audio guide useful,2022-08-14,5,,Helpful,,True,Barcelona,top1,2022,August
Anonymous,comments available review,2022-08-20,5,,,,False,Barcelona,top1,2022,August
Anonymous,comments available review,2022-09-16,5,,,,False,Barcelona,top1,2022,September
Sofiah Binti,amazing enjoyed beautiful view park guell ! !!,2022-10-02,4,,Helpful,,False,Barcelona,top2,2022,October
Sofiah Binti,amazing enjoyed beautiful view park guell ! !!,2022-10-02,4,,Helpful,,False,Barcelona,top2,2022,October
Anonymous,excellent without inconvenience thank,2022-10-11,5,,Helpful,,True,Barcelona,top1,2022,October
Anonymous,comments available review,2022-11-05,4,,,,False,Barcelona,top1,2022,November
Anonymous,comments available review,2022-11-05,5,,,,False,Barcelona,top1,2022,November
Anonymous,comments available review,2022-11-05,5,,,,False,Barcelona,top1,2022,November
Anne Marie,fabulous masterpiece costs,2022-11-06,5,France,Helpful,,True,Barcelona,top1,2022,November
Domingo Jr,amazing must visit place barcelona,2022-11-06,5,Philippines,Helpful,,False,Barcelona,top1,2022,November
Anonymous,comments available review,2022-11-06,5,,,,False,Barcelona,top1,2022,November
MARIE,nice park go early wait line,2022-11-06,5,,Helpful,,False,Barcelona,top2,2022,November
MARIE,nice park go early wait line,2022-11-06,5,,Helpful,,False,Barcelona,top2,2022,November
Charlene,one beautiful churches ever seen went late afternoon sun shining stain glass windows magical extraordinary experience hope return fully finished ! !! !,2022-11-07,5,United States,Helpful,,False,Barcelona,top1,2022,November
Anonymous,comments available review,2022-11-08,5,,,,False,Barcelona,top1,2022,November
Anonymous,comments available review,2022-11-08,3,,,,False,Barcelona,top1,2022,November
Miklós Dezső,audio guide difficult follow,2022-11-09,4,Hungary,Helpful,,True,Barcelona,top1,2022,November
Anonymous,comments available review,2022-11-09,5,,,,False,Barcelona,top1,2022,November
Anonymous,comments available review,2022-11-09,5,,,,False,Barcelona,top1,2022,November
Sau Mui,KLOOK arrangement price reasonable snack arrangement highly recommended,2022-11-09,5,,Helpful,,True,Barcelona,top2,2022,November
Sau Mui,KLOOK arrangement price reasonable snack arrangement highly recommended,2022-11-09,5,,Helpful,,True,Barcelona,top2,2022,November
MIN JUNG,satisfied enjoyed able prepare advance go see comfortably,2022-11-11,5,,Helpful,,True,Barcelona,top2,2022,November
MIN JUNG,satisfied enjoyed able prepare advance go see comfortably,2022-11-11,5,,Helpful,,True,Barcelona,top2,2022,November
Manuel,pearl cannot missed barcelona itinerary even expensive like attractions city,2022-11-13,4,Italy,Helpful,,True,Barcelona,top1,2022,November
min,church amazing audio guide helpful,2022-11-14,5,Canada,Helpful,,False,Barcelona,top1,2022,November
Anonymous,comments available review,2022-11-14,5,,,,False,Barcelona,top1,2022,November
Pedro,told without audio guide,2022-11-14,1,Spain,Helpful,,True,Barcelona,top1,2022,November
Anonymous,comments available review,2022-11-16,5,,,,False,Barcelona,top1,2022,November
Anonymous,comments available review,2022-11-17,4,,,,False,Barcelona,top1,2022,November
Virginia,excellent safe fast purchase,2022-11-20,5,Italy,Helpful,,True,Barcelona,top1,2022,November
SINISA,provided entry high price offer included go tower addition write come visit crypt little information offer beautiful object,2022-11-20,2,Croatia,Helpful,,True,Barcelona,top1,2022,November
Anonymous,comments available review,2022-11-21,5,,,,False,Barcelona,top1,2022,November
Anonymous,comments available review,2022-11-21,5,,,,False,Barcelona,top1,2022,November
Carolene Mae,perfect day park guell barcelona ticket made everything easy peasy enjoyed walking around park seeing beautiful designs architecture !,2022-11-21,5,,Helpful,,False,Barcelona,top2,2022,November
Carolene Mae,perfect day park guell barcelona ticket made everything easy peasy enjoyed walking around park seeing beautiful designs architecture !,2022-11-21,5,,Helpful,,False,Barcelona,top2,2022,November
Carla,incredible place rich details full stories symbols although price little high well worth audio guide explanatory rich details,2022-11-22,5,Portugal,Helpful,,True,Barcelona,top1,2022,November
Anonymous,comments available review,2022-11-23,5,,,,False,Barcelona,top1,2022,November
Anonymous,comments available review,2022-11-23,5,,,,False,Barcelona,top1,2022,November
Anonymous,comments available review,2022-11-24,4,,,,False,Barcelona,top1,2022,November
Giulia,price paid enter excessively high considering unable visit towers closed public driving car little use among things wanted extend pay structure splendid shape architecture entry cost absolutely cover services offered,2022-11-24,3,Italy,Helpful,,True,Barcelona,top1,2022,November
Anonymous,comments available review,2022-11-24,5,,,,False,Barcelona,top1,2022,November
Anonymous,comments available review,2022-11-25,5,,,,False,Barcelona,top1,2022,November
Anonymous,comments available review,2022-11-27,5,,,,False,Barcelona,top1,2022,November
Persefoni,comments available review,2022-11-28,5,Greece,,,False,Barcelona,top1,2022,November
Anonymous,comments available review,2022-11-28,5,,,,False,Barcelona,top1,2022,November
Pedro,able download audio guide,2022-11-28,1,Puerto Rico,Helpful,,False,Barcelona,top1,2022,November
Anonymous,comments available review,2022-11-28,5,,,,False,Barcelona,top1,2022,November
Anonymous,magnificent place remains forever memory visit,2022-11-28,5,,Helpful,,True,Barcelona,top1,2022,November
Rozeta,comments available review,2022-11-29,1,Italy,,,False,Barcelona,top1,2022,November
Robin,comments available review,2022-11-29,4,France,,,False,Barcelona,top1,2022,November
Santina,comments available review,2022-11-29,4,Italy,,,False,Barcelona,top1,2022,November
Denis,comments available review,2022-11-29,5,,,,False,Barcelona,top1,2022,November
Oksana,comments available review,2022-11-30,5,Estonia,,,False,Barcelona,top1,2022,November
Andrew,simply stunning sure extra passion towers worth moment sure time main building sit especially sunny day watch sun move light colour around inside another building like allow good hours justice,2022-11-30,5,United Kingdom,Helpful,,False,Barcelona,top1,2022,November
Gunnar,wonderful inspiring visit cathedral,2022-12-01,4,,Helpful,,True,Barcelona,top1,2022,December
Sonia,go barcelona visit sagrada familia best stay home visit met far beyond expectations audio guide helped us understand everything better,2022-12-01,4,Italy,Helpful,,True,Barcelona,top1,2022,December
Lucia,spectacular,2022-12-01,5,Uruguay,Helpful,,True,Barcelona,top1,2022,December
Ilarie Dorinel,fabulous !,2022-12-02,5,Romania,Helpful,,True,Barcelona,top1,2022,December
Yves,must absolutely must see also park guell ! !,2022-12-02,5,Canada,Helpful,,True,Barcelona,top1,2022,December
Yannina,beautiful place could spend many hours seeing details majestic inside price children little high eat,2022-12-03,5,Chile,Helpful,,True,Barcelona,top1,2022,December
Daniel,comments available review,2022-12-03,4,France,,,False,Barcelona,top1,2022,December
Melanie,stunning awesome experience chaos entry !,2022-12-04,5,United Kingdom,Helpful,,False,Barcelona,top1,2022,December
Claudia,comments available review,2022-12-05,5,Italy,,,False,Barcelona,top1,2022,December
Dorit,problem ticket include elevator top,2022-12-05,3,Israel,Helpful,,False,Barcelona,top1,2022,December
Vasilii,comments available review,2022-12-05,5,Spain,,,False,Barcelona,top1,2022,December
Anonymous,comments available review,2022-12-05,4,,,,False,Barcelona,top1,2022,December
Urzal,comments available review,2022-12-05,5,,,,False,Barcelona,top1,2022,December
María del Carmen,place lot mystique different others disappointment entrance tower booked moment go elevator viewpoint quite small go narrow spiral staircase pay euros minutes viewing 🤷,2022-12-05,4,Argentina,Helpful,,True,Barcelona,top1,2022,December
Veronica,comments available review,2022-12-06,5,Italy,,,False,Barcelona,top1,2022,December
Francis,magnificent grandiose living moving monument must see,2022-12-06,5,France,Helpful,,True,Barcelona,top1,2022,December
Jan Gerrit,comments available review,2022-12-06,5,Finland,,,False,Barcelona,top1,2022,December
Ton,beautiful location barcelona sagrada famila list,2022-12-06,4,Spain,Helpful,,True,Barcelona,top1,2022,December
massimiliano,comments available review,2022-12-07,5,Italy,,,False,Barcelona,top1,2022,December
Juan Manuel,comments available review,2022-12-07,5,Spain,,,False,Barcelona,top1,2022,December
Piet,comments available review,2022-12-07,5,Brazil,,,False,Barcelona,top1,2022,December
Anonymous,comments available review,2022-12-08,5,,,,False,Barcelona,top1,2022,December
Maria Beatriz,must,2022-12-09,5,Bolivia,Helpful,,False,Barcelona,top1,2022,December
June,comments available review,2022-12-09,5,Spain,,,False,Barcelona,top1,2022,December
Ramón Roberto,comments available review,2022-12-09,5,Spain,,,False,Barcelona,top1,2022,December
Maria do Rosário,unmissable beautiful,2022-12-09,5,Portugal,Helpful,,True,Barcelona,top1,2022,December
Zuzana,comments available review,2022-12-10,5,Slovakia,,,False,Barcelona,top1,2022,December
Teresa,comments available review,2022-12-10,5,Poland,,,False,Barcelona,top1,2022,December
RENATO,understand see words describe,2022-12-11,5,Italy,Helpful,,True,Barcelona,top1,2022,December
Simone,online booking skipped lot queues affordable price,2022-12-11,5,Italy,Helpful,,True,Barcelona,top1,2022,December
Elizabeth,sagrada fabulous piece architecture history religion art gaudi genius colour spectrum stained glass magnificent book online booking com fast cheaper download sagrada app take ipods marshall whatever book mid morning lunchtime stay give best sunlight coming stained glass truly breathtaking magical,2022-12-12,5,Spain,Helpful,,False,Barcelona,top1,2022,December
Eric,comments available review,2022-12-12,4,Belgium,,,False,Barcelona,top1,2022,December
Maria,comments available review,2022-12-12,5,Romania,,,False,Barcelona,top1,2022,December
Manfred,absolute must date never paid admission church brilliant work art exception justified service via booking com user friendly,2022-12-12,5,Germany,Helpful,,True,Barcelona,top1,2022,December
Dovilė,comments available review,2022-12-13,5,Lithuania,,,False,Barcelona,top1,2022,December
Katerina,must see barcelona magical experience ready spend hours recommend buy access lift towers ! ✨👌,2022-12-14,5,Czech Republic,Helpful,,True,Barcelona,top1,2022,December
Anonymous,comments available review,2022-12-16,5,,,,False,Barcelona,top1,2022,December
Quan,slightly late missed time slot customer service lady would allow us go inside buy another set ticket get totally ruined experience place disappointed,2022-12-16,2,United States,Helpful,,False,Barcelona,top1,2022,December
Anonymous,tried get refund situation working possible bit disappointing,2022-12-16,1,,Helpful,,True,Barcelona,top2,2022,December
Anonymous,tried get refund situation working possible bit disappointing,2022-12-16,1,,Helpful,,True,Barcelona,top2,2022,December
Ole,comments available review,2022-12-17,5,Denmark,,,False,Barcelona,top1,2022,December
Bernadette,masterpiece beautiful easily accessible december pre ordered tickets !,2022-12-18,5,Belgium,Helpful,,True,Barcelona,top1,2022,December
Maija Helena,fantastic,2022-12-18,5,Sweden,Helpful,,False,Barcelona,top1,2022,December
Anonymous,know entrance audio guide audio guide downloaded everyone FREE plus entrance,2022-12-18,3,,Helpful,,True,Barcelona,top1,2022,December
