Reviewer_Name,Review_Body,Review_Date,Rating,Country,Helpful_Tag,Travel Category,Require_Translate
Ion,"Samona a fost ghidul nostru si ne-a oferit informatii pretioase atat despre cele mai importante atractii turistice, dar si despre istoria familiei Medici. Informatiile au fost foarte interesante si au au reusit sa ne capteze atentia in cele 2 ore alaturi de ea. Recomand foarte mult !!!!",2024-02-24,5,Romania,Helpful,a partner or spouse,True
Manuela,There are no comments available for this review,2024-02-24,5,Spain,,family,False
Silvana,"El guía, Gabriel fue excelente! Muy bien manejo del español, mucho conocimiento sobre lo que nos mostró de Florencia. Muy simpático, además.",2024-02-23,5,Italy,Helpful,a partner or spouse,True
Anna,There are no comments available for this review,2024-02-23,5,Estonia,,a partner or spouse,False
MARIA LAURA,"Excelente guía argentino Fabián, fue muy amena su explicación, con mucha información no sólo histórica sino también práctica ( información sobre museos, entradas, restaurantes, etc) lo recomendamos totalmente!!!!",2024-02-23,5,Spain,Helpful,friends,True
Catherine_B,Giacomo was a great storyteller!  Loved the walking tour on our first day in Florence! Highly Recommend!,2024-02-23,5,,Helpful,,False
Anonymous,Incrível! Gostamos muito.,2024-02-23,5,,Helpful,family,True
carolina,"Wij hadden een geweldige gids, helaas ben ik haar naam vergeten. Ze vertelde op een erg leuke manier de achtergrond geschiedenis bij de belangrijkste bezienswaardigheden.",2024-02-23,5,Netherlands,Helpful,a partner or spouse,True
Mihai Claudiu,Our guide took us in a journey through the hidden history of Florence by a beautiful story. It was a very pleasant and enriching experience!,2024-02-23,5,Romania,Helpful,family,True
Natalia,Excelente el guía muy bueno,2024-02-22,5,Italy,Helpful,family,True
Luciano,Guida eccellente,2024-02-22,4,Italy,Helpful,family,True
Anonymous,There are no comments available for this review,2024-02-21,5,,,,False
Andy,"A great informative route by Giacomo who certainly knows his history of Florence.  Very friendly, likeable and knowledgeable.  Definitely recommend this tour.",2024-02-21,5,,Helpful,,False
roberta,There are no comments available for this review,2024-02-20,5,Italy,,solo,False
Anonymous,nice :)),2024-02-20,5,,Helpful,solo,True
Anonymous,There are no comments available for this review,2024-02-20,5,,,a partner or spouse,False
Paul,"Our first time in Florence, a beautiful city. We decided to go on the walking tour and that really enhanced the experience. The guide was a local who had studied the relevant subjects and gave us a good insight into the history of the old town, without which it would have just been another Italian city.",2024-02-20,5,,Helpful,family,False
wai cheung,There are no comments available for this review,2024-02-20,5,Hong Kong,,family,False
Teresa,There are no comments available for this review,2024-02-20,5,Italy,,family,False
sonia,"Interessante però non come prospettato in origine. La breve storia di Firenze era interessante, ma secondo me, non puoi chiedere al cliente che cosa vuole fare o vedere, in quanto c'era un itinerario. E' la guida che deve sapere che cosa potrebbe piacere al turista. Il problema era dividere la storia dei Medici da quella di Firenze. E perché non fondere entrambi?",2024-02-19,3,Italy,Helpful,a partner or spouse,True
Anonymous,There are no comments available for this review,2024-02-19,3,,,a partner or spouse,False
Rachele,Guida molto disponibile e preparata. Giro molto interessante e piacevole. Manuel Consigliatissimo!!!,2024-02-19,5,Italy,Helpful,family,True
Monia,There are no comments available for this review,2024-02-19,5,Italy,,family,False
Anonymous,There are no comments available for this review,2024-02-19,5,,,,False
Alejandro_M,"Muy interesantes los conocimientos y forma de transmitirlos del guía. Muy ameno, atento y dispuesto a las preguntas.",2024-02-18,5,,Helpful,,True
Paul_W,"My guide, Aurora (likely botched the spelling) was the reason this gets 5 stars. I’ve done many walking tours and this cleared as the top. She was a wealth of well-rounded knowledge. The two hours were packed perfectly.",2024-02-18,5,,Helpful,,False
Anonymous,There are no comments available for this review,2024-02-18,5,,,,False
Julia,There are no comments available for this review,2024-02-17,5,Czech Republic,,family,False
Catherine,Alberto was very knowledgeable and engaging. He gave us great tips and advice. Well recommended to help you find your way around Florence,2024-02-16,5,Ireland,Helpful,a partner or spouse,False
Richard Peter,Der Stadtführer war super. Er verfügte über profunde hystorische Sachkenntnisse und seine Aussprache in Englisch war sehr gut.,2024-02-16,5,Switzerland,Helpful,solo,True
Ellen_A,"Camilla was fabulous!  She brought the story of Florence to life!  She taught us so much about the city, its history, the Medici family, and lots of info about the Renaissance.  We had been to Florence before but did not see all the small details and hidden messages or know the backstories of the families and artists until we took this tour.  Definitely recommend!  Bring your tipping money—you’ll want to show your appreciation!",2024-02-16,5,,Helpful,,False
elena,"Abbiamo incontrato la nostra guida Manuel, un ragazzo molto preparato e disponibile che ha risposto alle nostre domande e che ci ha fornito dettagli e curiosità della bellissima Firenze, super consigliato!",2024-02-15,5,Italy,Helpful,friends,True
Ruiz Volo,Nos gustó muchiiiisimo,2024-02-15,5,,Helpful,a partner or spouse,True
Anonymous,There are no comments available for this review,2024-02-15,5,,,,False
Anonymous,"Booked this on the first day of our trip. Our guide, Camilla, was exceptional. She was so informative and passionate about the city and it’s history. Camilla kept you interested throughout the 2 hour tour. Well worth doing.",2024-02-15,5,,Helpful,a partner or spouse,False
Annee Rachel,"Guia muito simpático e com bastante conhecimento sobre a história e curiosidades da cidade, interessente tour.",2024-02-14,5,Brazil,Helpful,solo,True
Anonymous,There are no comments available for this review,2024-02-14,5,,,a partner or spouse,False
Luigi,Ottimo tour per farsi una idea iniziale ed esaustiva sulla storia di Firenze e le sue maggiori attrazioni. La guida Debora molto brava!,2024-02-14,5,Italy,Helpful,a partner or spouse,True
Richard,Superb walking tour from Camilla and would highly recommend. A great way to start a weekend in Florence.,2024-02-14,5,United Kingdom,Helpful,friends,False
luis,There are no comments available for this review,2024-02-13,5,Chile,,family,False
Sue_R,"Camilla was a very enthusiastic and informed guide who brought the Medici family, and their influence on Florence, to life!",2024-02-13,5,,Helpful,,False
Elena,Deborah è stata una guida fantastica,2024-02-13,5,Italy,Helpful,,True
Serena,La nostra guida Deborah è stata super eccezionale ci ha fatto fare un bellissimo giro rendendoci la visita davvero interessante.Lei molto preparata e simpatica. La consiglio davvero a tutti!!!,2024-02-13,5,Italy,Helpful,friends,True
Rae_C,It was a great tour. A lot of information. The tour guide was great. She was very knowledgeable. Do this trip.,2024-02-13,5,,Helpful,,False
carmen,Guida molto gentile e competente la consiglio,2024-02-12,5,,Helpful,a partner or spouse,True
michele,"Manuel, la guida, si è dimostrata molto preparata e coinvolgente. Il tour è stato davvero interessante sia per gli adulti che per i ragazzi. Bravo",2024-02-12,5,Italy,Helpful,family,True
Anonymous,There are no comments available for this review,2024-02-12,5,,,a partner or spouse,False
Antonello,La guida Manuel persona preparata e molto disponibile!,2024-02-12,5,Italy,Helpful,family,True
ANTONIETTA,La nostra guida Manuel persona preparata!!,2024-02-12,5,Italy,Helpful,family,True
Sonia,El guía turístico que nos tocó nos explicó el recorrido fantásticamente... Como en un cuento que vayas viviendo tu mismo. La verdad fue un placer,2024-02-11,5,Spain,Helpful,family,True
Margaret,"The guide, Camilla, was exceptional. She gave us so much information in an exceedingly interesting, fun and articulate manner. I would definitely recommend this tour and particularly Camilla.",2024-02-11,5,Italy,Helpful,a partner or spouse,False
Leslie_F,This tour was so fun an informative! We learned so much about the Medici family and the role they played in Florence history! Our guide was extremely knowledgeable and gave great recommendations for all the museums and must see places in Florence. He does have a head set speaker so at times it was hard to hear so make sure you stand in the front! Highly recommend this fun walking tour!,2024-02-11,5,,Helpful,,False
Julia,Wonderful tour. I can only highly recommend it.,2024-02-10,5,Czech Republic,Helpful,family,True
Anonymous,There are no comments available for this review,2024-02-10,4,,,,False
MARCUS FLAVIO,There are no comments available for this review,2024-02-09,5,Brazil,,a partner or spouse,False
Anonymous,Genial. El guía un 10 y todo lo que nos contó nos ayudó mucho a entender la ciudad y disfrutar mucho más nuestra visita. La hicimos nada más llegar a Florencia y nos facilitó información clave.,2024-02-09,5,,Helpful,family,True
Juana,There are no comments available for this review,2024-02-09,4,Spain,,friends,False
Judith,"Informative and fun tour with a great guide, Elisabeth who kept us well entertained while imparting the right amount of information",2024-02-09,5,United Kingdom,Helpful,family,False
Jesús Antonio,"Nunca llegó el guía, escribió a última hora que no había logrado completar el cupo para el tour y que debía cancelarlo.....sin embargo ofrecí pagar el tour privado, pero el guía en realidad no estaba cerca y venía tarde; así que supongo esa era la razón de habernos cancelado.",2024-02-08,1,Colombia,Helpful,a partner or spouse,True
Mariana,"Me encantó el guía, como nos narro todo!!!!!!",2024-02-07,5,Uruguay,Helpful,friends,True
Rafael,"El guía se comportó a la altura del servicio. Muy amable y elocuente en lo que nos explicó. Además, al finalizar nos compartió algunos tips para comer y tomar algo en Florencia. Excelente.",2024-02-06,5,Mexico,Helpful,friends,True
Anonymous,There are no comments available for this review,2024-02-06,4,,,,False
Tommaso,"Ottima visita del centro di Firenze,la guida dopo le presentazioni ci ha chiesto cosa avevamo visto e cosa volevamo vedere,poi ci ha proposto la visita del battistero,di santa Reparata e del museo,avevamo i biglietti.Ottime le spiegazioni e la sua preparazione alla fine eravamo soddisfatti e contenti del giro.",2024-02-06,5,Italy,Helpful,a partner or spouse,True
GuenGyong,There are no comments available for this review,2024-02-05,5,Italy,,solo,False
Madeleine,la personne devant nous faire visiter n'est pas venue,2024-02-05,1,France,Helpful,a partner or spouse,True
Maria,La nostra guida Samona è stata bravissima a coinvolgerci nel racconto riuscendo a catturare totalmente la nostra attenzione. Bravissima,2024-02-05,5,Italy,Helpful,friends,True
EDUARDO JESUS,Expléndidas explicaciones acordes al recorrido.,2024-02-05,5,Spain,Helpful,a partner or spouse,True
Domenico,Esperienza bellissima la consiglio se volete immergervi in un cammino per Firenze da brividi,2024-02-05,5,Italy,Helpful,family,True
massimiliano,There are no comments available for this review,2024-02-05,5,Italy,,a partner or spouse,False
Lorenza,There are no comments available for this review,2024-02-05,5,Italy,,a partner or spouse,False
Claudia,Excelente experiencia. Oscar es un guía excepcional. Viaje con mi hija y nos mostró muchos lugares de la ciudad con su respectiva historia que fue lo mejor .muy profesional y con mucha paciencia .lo recomendamos .,2024-02-04,5,Spain,Helpful,,True
Anonymous,There are no comments available for this review,2024-02-04,1,,,,False
Abdelrahman,All was great 😊,2024-02-03,5,Egypt,Helpful,solo,False
Celia,There are no comments available for this review,2024-02-02,5,Spain,,a partner or spouse,False
Ian_P,"We were on a brief visit to Florence and hoping for a tour to give us a grounding to the area and obviously the focal point being the wonderful Duomo Cathedral.
Victoria was a great guide. She had a fantastic knowledge and explained all aspects of the Dome, Duomo and the surrounding areas.
She answered all our questions and added many interesting facts on top. 
As a starting point for touring Florence it was perfect.
Grazie Mille!",2024-02-01,5,,Helpful,,False
Julia,danke - es war alles sehr gut und interessant - sehr empfehlenswert,2024-01-30,5,Germany,Helpful,family,True
Anonymous,There are no comments available for this review,2024-01-30,5,,,,False
Anonymous,There are no comments available for this review,2024-01-30,5,,,,False
Claudionei,Ótimo guia.,2024-01-29,5,Brazil,Helpful,family,True
Anonymous,There are no comments available for this review,2024-01-29,5,,,a partner or spouse,False
cristina,"Guida preparata, coinvolgente e piacevole da ascoltare!",2024-01-29,5,Italy,Helpful,a partner or spouse,True
Anonymous,There are no comments available for this review,2024-01-29,4,,,a partner or spouse,False
Maria del Carmen,"Impresionante, el guía nos metió en las maravillas de la ciudad desde el primer momento, con entusiasmo y entretenimiento, conocimos datos de la ciudad muy interesantes que nos hubiéramos perdido sino fuera por el maravilloso guía, gracias",2024-01-29,5,Spain,Helpful,a partner or spouse,True
ANA ISABEL,Muy divertido,2024-01-28,5,Spain,Helpful,a partner or spouse,True
Lorenzo,There are no comments available for this review,2024-01-28,5,Italy,,solo,False
Álvaro,There are no comments available for this review,2024-01-27,5,,,friends,False
Julia,Es hat alles ganz toll geklappt! Sehr zufrieden !!,2024-01-27,5,Germany,Helpful,a partner or spouse,True
JOSE ALEJANDRO,There are no comments available for this review,2024-01-26,5,Mexico,,a partner or spouse,False
Jacques,Our tour guide Alberto was very pleasant and knowledgeable. The tour is good value for money and highly recommended.,2024-01-25,5,South Africa,Helpful,a partner or spouse,False
MARCIA,Melhor experiência que tive em Florença. Adorei a guia e todas as explicações sobre a cidade e a família Medici. Recomendo a todos.,2024-01-25,5,Brazil,Helpful,family,True
Anonymous,There are no comments available for this review,2024-01-25,5,,,,False
PATRICIA_P,Nos gustó mucho el tour. Giacomo nuestro guía hizo que la experiencia fuera didáctica e interesante. Es un tour que vale la pena tomar si vas a Florencia. Saludos desde México.,2024-01-24,5,,Helpful,,True
Alessandra,There are no comments available for this review,2024-01-24,4,Italy,,a partner or spouse,False
Ivan,Perfecto para empezar a visitar Firenze: porque esplica muy bien y con informaciones util para desfrutar los museus y las iglesias,2024-01-24,5,Italy,Helpful,a partner or spouse,True
Daniela,There are no comments available for this review,2024-01-23,4,Italy,,solo,False
Vakarė,There are no comments available for this review,2024-01-23,5,Italy,,solo,False
Anonymous,There are no comments available for this review,2024-01-23,5,,,,False
Jacqueline_S,Elisabetta was amazing! She was so well informed with her question answering and her story telling was clever and thorough!,2024-01-22,5,,Helpful,,False
Mauro,There are no comments available for this review,2024-01-22,5,Brazil,,family,False
Antonia,There are no comments available for this review,2024-01-22,5,Switzerland,,a partner or spouse,False
javier,Oscar es muy buen guía conoce mucha historia y tiene demasiado que decir sobre la ciudad además de ser amable y paciente. Altamente recomendado este tour con Oscar no se arrepentirán para nada.,2024-01-20,5,Venezuela,Helpful,solo,True
Anonymous,There are no comments available for this review,2024-01-18,5,,,,False
Defne İdil,"Samona was an excellent guide, the tour was very informative as well as entertaining. Would recommend!",2024-01-18,5,Turkey,Helpful,friends,False
rita_e,  Our tour leader was engaging and shared lots of interesting stores. She  also showed some helpful pictures  of what the Medici family looked like as well as what some of the structures looked like in the past.,2024-01-17,5,,Helpful,,False
Cristina,"Tuvimos muchísima suerte de coincidir con Lidia, el recorrido fue muy ameno además se notaba que sabía muchísimas cosas de la ciudad. Respondía todas las dudas que tuviera el grupo. Sin duda, la recomiendo 200% porque es muy profesional.",2024-01-16,5,Spain,Helpful,a partner or spouse,True
Mi Ae,"Die Stadtführung war sehr interessant, zumal wir eine kompetente Führungsdame in Kunstgeschichte hatten.",2024-01-15,5,South Korea,Helpful,a partner or spouse,True
Anonymous,There are no comments available for this review,2024-01-15,4,,,friends,False
Anonymous,There are no comments available for this review,2024-01-15,4,,,friends,False
María de Carmen,El recorrido turístico por Florencia fue estupendo. Totalmente recomendado y la información adicional que nos proporcionó el guía fue muy interesante.,2024-01-15,5,Spain,Helpful,solo,True
Squassi,There are no comments available for this review,2024-01-14,5,Italy,,family,False
Anonymous,There are no comments available for this review,2024-01-14,5,,,family,False
Tullio,La ragazza ci ha raccontato la storia dei Medici con dovizia di particolari e qualche divertente aneddoto per non rendere il racconto noioso Merita il giro fatto con loro.... Grazie,2024-01-12,5,,Helpful,family,True
Julieta_R,"Excelente tour!! Súper recomendado, genial para hacer apenas se llega a la ciudad y tener una introducción de lo más importante",2024-01-12,5,,Helpful,,True
Laura,"Guida molto preparata e simpatica. Giro turistico ben impostato, da scegliere come base di partenza per approfondimenti futuri in accordo agli interessi individuali.",2024-01-11,5,,Helpful,a partner or spouse,True
Ungureanu,Super interesting and very funny!,2024-01-10,5,Romania,Helpful,family,True
Katia,Tour molto gradevole grazie all'operatore che ci ha raccontato una Firenze dei Medici in maniera romanzata.,2024-01-10,5,Italy,Helpful,family,True
Anonymous,There are no comments available for this review,2024-01-10,4,,,a partner or spouse,False
Rachel_D,Manuel was an excellent storyteller- taking us through the back alleyways to retrace the steps of the Florentine people.  We learned a lot of interesting facts about life in Florence through the ages!,2024-01-09,5,,Helpful,,False
Megan_S,"An excellent experience with our guide Camilla who was utterly charming and very knowledgeable. Her knowledge of art history and the Medici legacy was wonderfully shared.
A definite when in Firenze.",2024-01-09,5,,Helpful,,False
Chiara,"È stato un bel tuffo nel passato grazie a Manuel, che ha legato i luoghi visitati alle storie affascinanti della città di Firenze, della famiglia Medici, della costruzione della cattedrale di S.Maria del Fiore e della cupola del Brunelleschi. 2 ore volate con tanti spunti interessanti!",2024-01-08,5,Italy,Helpful,a partner or spouse,True
annamaria,Ottimo tutto perfetto,2024-01-08,5,Italy,Helpful,a partner or spouse,True
Patricia,Lindo recorrido,2024-01-08,5,Mexico,Helpful,a partner or spouse,True
RITA,There are no comments available for this review,2024-01-08,5,Italy,,friends,False
fiona,"Alberto was an excellent guide. Very knowledgeable and made the whole experience very engaging. The walk is not strenuous, and quite flat. Travelled at a very relaxed pace. Highly recommend this tour to get a good overview of Florence history/buildings/food etc.",2024-01-07,5,Australia,Helpful,family,False
Sonia,"Il giro a piedi, guidato, ha soddisfatto pienamente le nostre aspettative. Alberto, la guida, molto bravo e preparato. Tuor consigliato.",2024-01-07,5,Italy,Helpful,a partner or spouse,True
Christian,Tour consigliatissimo. Brava Deborah !!!,2024-01-07,5,Italy,Helpful,a partner or spouse,True
Paolo,There are no comments available for this review,2024-01-07,4,Italy,,a partner or spouse,False
Anonymous,There are no comments available for this review,2024-01-07,5,,,,False
Cristina_P,"Guida molto gentile, appassionante e coinvolgente, molto preparata, bel tour, bella esperienza, la consiglierei sicuramente. Grazie.",2024-01-07,5,,Helpful,,True
Anonymous,There are no comments available for this review,2024-01-06,5,,,,False
Luca,There are no comments available for this review,2024-01-06,5,Italy,,family,False
Anonymous,"Me gustó mucho la explicación del guía, a parte el fue muy ameno. Lo recomendaría!",2024-01-06,5,,Helpful,family,True
Maite,Super recomendable,2024-01-06,5,Spain,Helpful,a partner or spouse,True
Anonymous,There are no comments available for this review,2024-01-05,5,,,,False
SILVIO,There are no comments available for this review,2024-01-05,5,Italy,,friends,False
Kumaresan,I enjoyed the information shared by my guide and she kept me engaged throughout!,2024-01-05,5,Singapore,Helpful,solo,False
Anonymous,There are no comments available for this review,2024-01-05,5,,,,False
Rima_H,The tour guide was great! We loved hearing the stories of the Medici family! Join this tour rather than walking around on your own.,2024-01-05,5,,Helpful,,False
Anonymous,There are no comments available for this review,2024-01-04,5,,,,False
Raul Emilio,There are no comments available for this review,2024-01-04,5,Mexico,,family,False
Marco,There are no comments available for this review,2024-01-04,5,,,family,False
Adrienne_S,A good walking tour but I felt we could have had more information.  I did the Medici tour to find out more about them.,2024-01-04,3,,Helpful,,False
Melissa_T,Fantastic  different from other tours.  History and people came alive with our guides stories.  Highly recommend,2024-01-04,5,,Helpful,,False
Silvia,Bellissima esperienza! La consiglio caldamente soprattutto per famiglie con bambini!,2024-01-04,5,Italy,Helpful,family,True
silvano,There are no comments available for this review,2024-01-03,5,,,solo,False
Luz,Oscar was a great tour guide.,2024-01-03,5,,Helpful,family,False
Anonymous,"Bellissima esperienza con Manuel, che ci ha portato in giro per la città, raccontandoci degli aneddoti e delle storie di Firenze molto interessanti.",2024-01-03,5,,Helpful,a partner or spouse,True
Gail,Well worth doing our guide had a wealth of information delivered clearly.,2024-01-03,4,United Kingdom,Helpful,a partner or spouse,False
Moreno_G,"Tour molto interessante mai noioso e ricco di argomenti curiosi , la guida molto simpatica disponibile e preparata.",2024-01-03,5,,Helpful,,True
SARA,"Davvero interessante, guida appassionata, durata perfetta, non troppo cammino.",2024-01-03,5,Italy,Helpful,friends,True
Francisco III,Well informative tour.,2024-01-03,5,Italy,Helpful,family,False
Alain,La encore aucun guide francophone ….,2024-01-02,4,France,Helpful,a partner or spouse,True
Cora,There are no comments available for this review,2024-01-02,4,Italy,,solo,False
Anonymous,There are no comments available for this review,2024-01-02,5,,,family,False
Susan_K,"Alberto was excellent!  Interesting facts, suggestions, and explanation of local customs of Florence and the Tuscany region.",2024-01-02,5,,Helpful,,False
Giuseppe,There are no comments available for this review,2024-01-01,5,Italy,,solo,False
Franco,There are no comments available for this review,2024-01-01,5,Italy,,a partner or spouse,False
Andrea,La guida è stata semplicemente eccezionale!! Ci ha saputo trasmettere la storia della città in maniera chiara e semplice.,2024-01-01,5,Italy,Helpful,family,True
mounya,There are no comments available for this review,2023-12-31,4,France,,family,False
Anonymous,La preparazione di Manuel non ha pari. Il suo stile la competenza . La organizzazione tutta del team. La facilità della app. Booking ancora una volta spettacolare. Bravi. Grazie. Gm,2023-12-31,5,,Helpful,family,True
Alexandru,There are no comments available for this review,2023-12-31,5,Romania,,family,False
Anonymous,There are no comments available for this review,2023-12-31,5,,,,False
Michel,Amazing tour. The guide was fantastic 👏. Highly recommended,2023-12-31,5,Qatar,Helpful,a partner or spouse,False
Stefania,"La guida molto simpatica, competente, disponibile e capace di attirare e mantenere l'attenzione degli ascoltatori. Le due ore di tour sono trascorse velocemente.",2023-12-30,5,Italy,Helpful,family,True
Beatrice,There are no comments available for this review,2023-12-30,5,Italy,,family,False
Giuseppe,There are no comments available for this review,2023-12-30,5,Italy,,solo,False
Robert_M,Manuel did an amazing job. The 2 hours flew by. The way he made the tour a story was very unique and enjoyable. Thank you Manuel!,2023-12-30,5,,Helpful,,False
Rossella,There are no comments available for this review,2023-12-29,5,Italy,,family,False
antonella,Bellissima escursione turistica molto interessante e non banale,2023-12-29,5,Italy,Helpful,family,True
