Reviewer_Name,Review_Body,Review_Date,Rating,Country,Helpful_Tag,Travel Category,Require_Translate
Séverine,Balade et visite très agréable. Personnel très sympathique. Je recommande à 100%.,2024-02-21,4,France,Helpful,a partner or spouse,True
Zoe,"Absolutely a brilliant trip, if you are visiting Venice then this is a must! The 3 islands are all great and the trip is really well organised",2024-02-20,5,United Kingdom,Helpful,a partner or spouse,False
Ioannis,There are no comments available for this review,2024-02-20,5,Greece,,a partner or spouse,False
Debora,"The trip was perfect organised! Only the weather was cloudy and foggy, but that doesn’t bother our experience!",2024-02-19,5,Austria,Helpful,friends,False
Ashleigh,"Fab day out- times to perfection. Very easy to find check in point, everything was ready and waiting for us. I can’t recommend it enough!",2024-02-19,5,United Kingdom,Helpful,family,False
Mihaela Mariana,There are no comments available for this review,2024-02-19,5,Italy,,family,False
Gianmarco,There are no comments available for this review,2024-02-18,4,Italy,,a partner or spouse,False
Anonymous,There are no comments available for this review,2024-02-17,5,,,,False
Ewa,Polecam,2024-02-17,5,Poland,Helpful,friends,True
Esther,There are no comments available for this review,2024-02-17,2,United Kingdom,,a partner or spouse,False
Claudia Vanessa,"Le guide proposé en français ne fesait pas le traduction en entier, dommage, car certaines infos qu'elle disait en italien et qu'on a pas compris correctement n'ont pas passé à la langue qu'on comprennais...on a eu du mauvais temps, et du coup les vitres pas nettoyés donc pas une vue correcte sur ce qu'elle nous montrait. Et, pas revenir à l'ecole, mais a l'heure indiqué le bateau demarré personne s'inquietait si tout le monde etait la (a mon avis), un probleme peut vite arriver et si quelqu'un est reste en chemin? Bref, ils nous comptait peut etre...je sais pas! La visite en soit aux iles est interessante, sur tout Burano et Murano, dommage le temps passe si vite, et à un moment il faut choisir entre manger ou visiter... Torcello on pourrait s'en passé.",2024-02-17,3,Switzerland,Helpful,a partner or spouse,True
Josse,There are no comments available for this review,2024-02-16,4,Belgium,,a partner or spouse,False
Filippo,There are no comments available for this review,2024-02-16,5,Italy,,a partner or spouse,False
Cataldo,"Torciello n'est pas vraiment une visite essentielle. Par contre, Murano et Burano valent le prix du ticket. Dommage de ne pas avoir eu quelques minutes en plus sur place à Murano.",2024-02-15,4,Belgium,Helpful,a partner or spouse,True
JULIO,"EN MI OPINION ES DEMASIADA NAVEGACIÓN PARA EL TIEMPO LIBRE QUE QUEDA LUEGO EN LAS VISITAS A MURANO Y BURANO. LA PARADA EN TORCELLO NO ES NECESARIA, HAY POCO QUE VER Y A MUCHA DISTANCIA DEL PUERTO.",2024-02-15,4,Spain,Helpful,a partner or spouse,True
Lauren,There are no comments available for this review,2024-02-15,5,United Kingdom,,friends,False
Attila,There are no comments available for this review,2024-02-14,4,Germany,,a partner or spouse,False
Ferenc,There are no comments available for this review,2024-02-14,5,Hungary,,family,False
Siobhan,Great tour,2024-02-13,5,United Kingdom,Helpful,a partner or spouse,False
Anonymous,"The tour was good value as the boat took us to 3 islands and included commentary on the boat. It was nice to see the last island Torcello but there isn't much there to see and the one thing to see is additional cost, therefore would skip it. As restaurants are full of tourists trying to buy something, it can take longer than expected - recommend to take snacks.",2024-02-13,4,,Helpful,solo,False
Anonymous,"Ciekawa wycieczka, podczas której można poznać wyspy: Murano, Burano i Torcello.",2024-02-13,4,,Helpful,solo,True
Anonymous,There are no comments available for this review,2024-02-13,5,,,,False
Piotr,There are no comments available for this review,2024-02-13,5,Poland,,family,False
Anonymous,There are no comments available for this review,2024-02-12,4,,,a partner or spouse,False
Melanie_W,"The islands are beautiful well worth seeing,  but the trip not worth. Take the water bus and don't rush.  There was no toilet working on the boat. The glass blowing factory changed nearly twice as much for items as you could buy in any shop in Venice.   Paid extra to book here I get this app needed to make money but that should come from the providor. Not a great experience",2024-02-11,2,,Helpful,,False
Anonymous,Le guide lit convenablement le prospectus donné au début. Et donne bien le nom des quelques ruine que l'on croise sur le navire. Sinon pas de temps pour visiter les arrêt c'est 40 à 50 min (et non 1h15 comme indiqué sur la brochure.) Je recommande vivement de prendre plutôt le ferry pour visiter en toute liberté.,2024-02-11,2,,Helpful,solo,True
Anonymous,There are no comments available for this review,2024-02-11,4,,,,False
Evelyn Mishell,Recomendable el recorrido……,2024-02-10,4,Spain,Helpful,a partner or spouse,True
Maria Angelica,"A la isla de Torcetto no llegué porque me dejaron en Burano. Me tube qie pagar un baporeto 10 euros, a sea 1/3 de lo que pague por el viaje. Porque cuando iba llegando a la parada ya habían sacado la pasarela y gritaba pero nada... En Mirano esperamos 30 minutos a 2 parejas que se habían perdido. Obvio el dinero de 1 persona no es lo mismo que el de 4. Para nada recomiendo ese viaje y ya lo había visto escrito en los comentarios, otras personas 1 semana antes Creo que si no ajustan ese tema no deberían trabajar más con turistas",2024-02-09,2,Italy,Helpful,solo,True
健太郎,Muy bueno,2024-02-09,5,Japan,Helpful,solo,True
Deirdre,Could have done with longer on the 3rd island Torcello as 1 hour not sufficent.historical significance to the overall history of Venice. Cut back the time on the first 2.(but then no profit for the gift shops!!!),2024-02-08,4,Ireland,Helpful,,False
Houseynatou_B,"Allora sinceramente mi aspettavo un qualcosa di più. Ho scelto di fare il tour da 6 ore però i tempi all’interno sono gestiti male, cioè: la prima tappa che prevede di andare a vedere come fanno il vetro bastano semplicemente 30 minuti e non un ora e passa e sinceramente mi sarebbe piaciuto visitare anche Murano visto che eravamo lì. La seconda tappa che prevedeva Burano (ora di pranzo) a parer mio avrebbero dovuto aggiungere più minuti in quella tappa perché ora che uno va a pranzare il tempo é finito. Ultima tappa molto inutile sinceramente. Un ora per vedere Torcello anche no. Non c’è praticamente nulla da vedere e a saperlo prima non avrei scelto il tour da 6 ore. Aggiungo anche che abbiamo fatto fatica a trovare la biglietteria, si trova in un piccolo punto praticamente. Critica costruttiva",2024-02-07,2,,Helpful,,True
Paul,There are no comments available for this review,2024-02-06,3,United Kingdom,,a partner or spouse,False
Luiza Adelina,There are no comments available for this review,2024-02-06,4,Romania,,a partner or spouse,False
Natalia,There are no comments available for this review,2024-02-06,5,Moldova,,friends,False
raymond,There are no comments available for this review,2024-02-06,5,United Kingdom,,solo,False
Nikoletta - Athanasia - Ourania,There are no comments available for this review,2024-02-06,5,Greece,,colleagues,False
Eduard,There are no comments available for this review,2024-02-06,5,Czech Republic,,a partner or spouse,False
Marco,"Bellissima vita nella laguna di Venezia con una giornata di sole stupenda, interessante la fabbrica del vetro con esibizione dal vivo della creazione di due sculture in vetro. Fantastica Burano con le sue abitazioni colorate e Torcello con la sua chiesa storica. Ottima vista dal campanile di Torcello. Consiglio a tutti questa gita lagunare.",2024-02-06,5,Italy,Helpful,solo,True
Anonymous,"The experience was as expected, friendly staff and visit of the 3 islands in one day. During the journey to the islands the guide speaks on the microphone and it is not easy to hear because of the amount of people especially in high season. But overall I would recommend it, especially if in Venice for a short time!",2024-02-05,4,,Helpful,a partner or spouse,False
PIETRO,There are no comments available for this review,2024-02-03,5,Italy,,a partner or spouse,False
Anonymous,There are no comments available for this review,2024-02-02,5,,,,False
Anonymous,There are no comments available for this review,2024-01-30,5,,,,False
Anonymous,"Quel giorno c’era nebbia, ma tutto sommato è stato bello , abbiamo visto tante belle cose",2024-01-29,5,,Helpful,a partner or spouse,True
Laura,"Es una visita muy corta a Murano, ya que solo se visita la fábrica con una pequeña y corta demostración. La vista a Burano fue la mejor de las tres islas, poco tiempo para poder visitar el pueblo. Yo sinceramente quitaría la visita a Torcello que no tiene nada que ver, ya que solo tiene una iglesia y una catedral que se ve muy rápido y la visita a Burano la pondría más larga y guiada a ser posible. En general la excursión fue de mi agrado, la recomiendo y la volvería a hacer",2024-01-29,5,Spain,Helpful,solo,True
Lejo,There are no comments available for this review,2024-01-28,4,,,friends,False
Denisa,There are no comments available for this review,2024-01-26,5,Romania,,family,False
Margrit,"Es war, wie immer gut organisiert. Durch die Jahreszeit auch wesentlich angenehmer , weil der Massentourismus noch nicht eingesetzt hat.",2024-01-26,5,Austria,Helpful,solo,True
Cabassi,"L'esperienza molto bella e particolare per chi viene da fuori e vuole vedere un po' tutto, peccato l'enorme quantità di gente sembravano animali al pascolo per cercare il posto migliore a dover spingere idem per scendere dall'imbarcazione avrei gradito maggiori spiegazioni ma capisco che la guida divento tradurre in altre 4 lingue sia un po' impegnata se ci avessero divisi sarebbe stata molto più bella a mio parere",2024-01-25,4,,Helpful,a partner or spouse,True
Comugnaro,Bella esperienza nonostante la pioggia. Forse avrei gradito avere più tempo a Murano per visitare l'isola. Torcello un po' trascurata (ma non dipende dall' organizzazione della gita),2024-01-25,5,,Helpful,a partner or spouse,True
Dmitry,"Everything was good, however I have expected more guidance provided both while sailing and ashore. A bit awkward that the guide staying aboard while visiting the island instead of giving us a short sightseeing.",2024-01-22,4,Denmark,Helpful,solo,True
ELŻBIETA,There are no comments available for this review,2024-01-19,5,Poland,,family,False
Hasna,"Une excursion à faire quand on est à Venise, très bonne et belle expérience, Murano et son savoir faire dans la verrerie, Burano, sa dentelle et ses maisons colorées et pour finir Ocello et ses vestiges romaines, plus une pause détente, on en prend plein les mirettes, je déplore que le prix sur Booking soit plus cher.",2024-01-19,5,France,Helpful,solo,True
gaetano,"Tutto ha funzionato alla perfezione. Personale gentilissimo e professionale. Ogni appuntamento è stato rispettato al minuto. La guida Eva, che parla correntemente 5 lingue, sempre sorridente e con descrizioni appropriate durante la navigazione di cosa stavamo osservando.",2024-01-19,5,Italy,Helpful,a partner or spouse,True
Anonymous,There are no comments available for this review,2024-01-17,5,,,solo,False
Aleksandra,"Odlično iskustvo. Jedina zamjerka premalo vremena na otocima, u Muranu nismo stigli ništa vidjeti osim tvornice i njihove trgovine, a posebno na Buranu, bilo bi bolje da je malo više vremena za obići sve tamo, a na Torcellu nema se baš šta posebno vidjeti. Iako lijepo za uspomenu svakako.",2024-01-15,5,Germany,Helpful,a partner or spouse,True
Alessandro,"La gita è stata bella, le isole sono bellissime e la dimostrazione del maestro è stata interessante e affascinante. Avrei personalmente preferito più tempo per vedere Murano. Burano è fantastica ed il tempo trascorso è stato perfetto. Torcello carina e rilassante come ultima tappa.",2024-01-15,4,Italy,Helpful,a partner or spouse,True
Francesca,El paseo a Murano es el mejor y sobre todo con ver el proceso de elaboracion increible. Burano pueden sacarle mas provecho a lo colorido de sus casas y tener una actividad en la plaza Torcello muy solitario y no tiene nada que ofrecer la visita de una iglesia . En general el paseo es muy completo,2024-01-12,5,,Helpful,family,True
gabriella,There are no comments available for this review,2024-01-12,5,Italy,,a partner or spouse,False
cedric,"3 îles, c'est trop. pas assez de temps pour faire du tourisme, rythme très rapide. Si je reviens à Venise, je visiterai certainement chaque île en une journée. Le guide touristique est chaotique et n'explique pas ce que vous pouvez voir. Je ne recommande certainement pas d'acheter ce voyage",2024-01-12,1,France,Helpful,family,True
Roberta,There are no comments available for this review,2024-01-11,5,Italy,,family,False
Daniela,Poco tempo a disposizione per visitare l'isola di Torcello.Tornero' sicuramente a visitare l'isola di Burano,2024-01-10,4,Italy,Helpful,family,True
Beatrice,Gita ben organizzata!,2024-01-10,5,,Helpful,family,True
Anonymous,There are no comments available for this review,2024-01-10,5,,,,False
Anonymous,There are no comments available for this review,2024-01-09,4,,,,False
isolina,There are no comments available for this review,2024-01-09,5,Italy,,friends,False
Anonymous,There are no comments available for this review,2024-01-08,5,,,,False
Filippo,"Intanto la gita è meno costosa se acquistata sul posto. Ci sono diverse compagnie che fanno lo stesso giro e non c’è rischio di rimanere a piedi se anche uno si muove il giorno prima. Il passaggio a Torcello è puramente inutile. Mentre sopratutto per godersi Burano servirebbe più tempo. Alla fine si corre tanto per passare molto tempo nella motonave che è comoda ma costretta ad andare molto lentamente. È stato un po’ noioso. Anche se le isole di Murano e Burano meritano senza dubbio di essere viste. Non so se questo sia il miglior modo, ma penso di no…",2024-01-07,3,Italy,Helpful,family,True
Andrii,Регистрация на тур за полчаса до отправления. Шестичасовой тур за символическую плату))),2024-01-07,5,Germany,Helpful,family,True
CHIARA,"Ottima gita. Peccato che se si prenotava direttamente con loro, costava 5 euro a persona in meno.... pensavo che Booking facesse lo stesso prezzo.....",2024-01-07,5,Italy,Helpful,a partner or spouse,True
Janelle,"It was good, glad we did. Would have been nice to spend more time at first two locations and less at Torcello. NOTE things were quite pricey as to merchandise and food.",2024-01-05,3,Australia,Helpful,family,False
Alessia,Un'ora a Murano è troppo poco: quando ti accorgi di essere stato inserito in un percorso obbligato per farti acquistare souvenir come i polli in batteria il tempo è già finito....,2024-01-05,4,Italy,Helpful,family,True
Anonymous,There are no comments available for this review,2024-01-05,5,,,,False
diana mercedes,There are no comments available for this review,2024-01-05,4,Romania,,a partner or spouse,False
christiane,"Assez nul....pas assez de tps sur l'île de Burano par ex où on ns vante que c'est une île de pêcheurs et où on n'a pas le tps de manger leurs spécialités (c'est ça où ne rien voir car l'on n'a qu'1 H30. Tt ça pour faire l'île de Torcello, où il n'y a rien même si je comprends que c'est pour aider à la rénovation de l'eglise qui dev être très belle mais qui pour l'instant présente peu d'intérêt. Guide au Français approximatif. On ne comprenait rien sur le bateau",2024-01-05,2,France,Helpful,a partner or spouse,True
Anonymous,There are no comments available for this review,2024-01-05,5,,,,False
Santiago,"Fácil de localizar el punto de encuentro. Guía hablaba varios idiomas. Te explicaba antes de llegar a casa isla cosas de la zona. 1 hora para la última isla, Torcello, es demasiado ya que hay poco que ver. Aumentaría 30 minutos más en Murano o Burano.",2024-01-04,4,Spain,Helpful,family,True
Marianna,Troppa gente e il tempo che non aiutava..,2024-01-04,3,Italy,Helpful,a partner or spouse,True
Jovany,"Es grandioso que hay varios lenguajes, incluido el español y se convierte en una experiencia amena",2024-01-03,5,Mexico,Helpful,solo,True
Francesco,There are no comments available for this review,2024-01-03,3,Italy,,a partner or spouse,False
alessia,There are no comments available for this review,2024-01-02,5,Italy,,a partner or spouse,False
Anonymous,"Enjoyable scenery to the islands. However, the only form of the 'tour' is conveyed via commentary on the boat towards the islands, which is sometimes hard to hear and follow, since this is done in a few different languages. Would have appreciated more informative tour on the island. The Murano glass blowing demonstration was interesting. Leisure time spent walking alongside the canals viewing the beautifully coloured houses in Burano was really enjoyable. Great stop for lunch here as well. Torcello was disappointing, as nothing major to see, and can frankly be skipped.",2024-01-02,4,,Helpful,solo,False
daniele,There are no comments available for this review,2024-01-02,4,Italy,,family,False
Mattia,"Esperienza prenotata tramite il sito Booking.com anche grazie all'offerta che mi era stata proposta. Sicuramente dover organizzare una gita di questo tipo in maniera autonoma, sarebbe costata di più. Quindi possiamo dire un'ottima esperienza. Grazie anche alla guida Francesca che ci ha accompagnato lungo tutta la gita, raccontandoci anche ciò che vedevamo lungo la navigazione o che avremmo visto in sosta sulle isole. Ottima esperienza. Grazie",2024-01-02,5,Italy,Helpful,a partner or spouse,True
EBERTE,"Molto bene, tutto è molto bello e organizzato, strutture e servizi eccellenti, con un personale eccellente, educato e cordiale.",2024-01-02,5,Brazil,Helpful,family,True
Andrea,There are no comments available for this review,2024-01-01,5,Italy,,family,False
Etienne,There are no comments available for this review,2023-12-30,5,Switzerland,,family,False
Mara,"Bellissima gita, molto interessante anche per la presenza della guida che ci ha dato informazioni interessanti che non conoscevamo.",2023-12-30,5,Italy,Helpful,a partner or spouse,True
Apaira,Attraction was fun. Long day but a worth while experience.,2023-12-29,5,United Kingdom,Helpful,family,False
Noemi,There are no comments available for this review,2023-12-28,4,Italy,,friends,False
Ana,There are no comments available for this review,2023-12-27,4,Spain,,friends,False
Anamarija,There are no comments available for this review,2023-12-26,5,Croatia,,family,False
Julio,"Posso dire che una bella esperienza, lo staff molti professionali, si me trovo in altra volta lo rifarei",2023-12-26,5,Italy,Helpful,a partner or spouse,True
Stefania,Tour ben organizzato!! Posti molto belli! E fantastica esperienza a Murano per soffiatura vetro!,2023-12-26,5,Italy,Helpful,a partner or spouse,True
sajida,"The first island we went was murano where they took us to the factory and gave us a short show on how they make the glass sculptures and so which was nice, but we couldn't visit the island itself as we had limited time to look at their products and shop. Note: Would recommend to wait and purchase few things in the other islands as it will be much more reasonably priced comparison to the actual factory. Burano was nice, colorful houses lovely atmosphere again you get around 1.30hours to look around and then again to the next island. Overall experience was great and we get to see the islands hassle free.",2023-12-25,4,Bahrain,Helpful,friends,False
Matteo,"Bella escursione, c'è molto tempo per visitare i luoghi e la guida da buone informazioni. La nave risulta comoda e si riescono a fare ottime foto anche da dentro. Siamo rimasti soddisfatti. Il prezzo è adeguato.",2023-12-25,5,Italy,Helpful,a partner or spouse,True
Maldonado,Deberían eliminar la parada en Torrcello y ello permitiria visitar y poder comer con serenidad la isla de Burano,2023-12-25,4,Spain,Helpful,family,True
Giuseppe,"Benissimo. Belle tutte e tre le isole, ognuna con un suo perché. Raccomando questa visita. 😉",2023-12-25,5,Italy,Helpful,solo,True
Anonymous,There are no comments available for this review,2023-12-22,5,,,,False
PATRICK,There are no comments available for this review,2023-12-22,4,France,,a partner or spouse,False
Anonymous,There are no comments available for this review,2023-12-21,4,,,solo,False
Anonymous,There are no comments available for this review,2023-12-21,2,,,,False
Teriann,Day trip was great so beautiful,2023-12-21,4,Australia,Helpful,,False
Anonymous,There are no comments available for this review,2023-12-21,5,,,,False
W,"Escape the hustle and bustle of Venice proper by jetting out to no less beautiful but more quiet and idyllic outlying islands. Witness the maestro make magic with molten glass, the one-of-a-kind historic colourful houses of Burano, and the isolated beauty of Torcello. Great price to see so many places.",2023-12-20,4,,Helpful,friends,False
marta_s,"Visita e giornata speciale. Diletta guida fantastica con una conoscenza professionale di tre lingue ed in grado di switchare. 
Peccato però il poco tempo a disposizione per visitare Murano ,Burano e Toncello",2023-12-20,4,,Helpful,,True
Marialena,There are no comments available for this review,2023-12-18,5,Greece,,a partner or spouse,False
Anna,There are no comments available for this review,2023-12-18,4,Italy,,a partner or spouse,False
rachid,Très bien À faire absolument,2023-12-18,5,France,Helpful,family,True
Anonymous,There are no comments available for this review,2023-12-18,5,,,,False
Anonymous,"Non mi ha entusiasmato molto, io non la consiglierei",2023-12-17,5,,Helpful,solo,True
Rosa,Fue muy buena. Salimos puntual y. El recorrido fue. Genial. Me gusto mucha. Repetiría,2023-12-17,5,United Kingdom,Helpful,a partner or spouse,True
Kushagra,The guide was not so involved with explaining things,2023-12-17,5,Ireland,Helpful,solo,False
Duong,parfaite sortie pour une journée.,2023-12-15,5,France,Helpful,solo,True
jeremy,Genial,2023-12-13,5,France,Helpful,solo,True
Anonymous,There are no comments available for this review,2023-12-12,5,,,,False
Arelis,There are no comments available for this review,2023-12-12,5,Italy,,friends,False
Ester_E,Excursión totalmente recomendable si viajas a Venecia. Me faltaron explicaciones y tener a alguien que nos acompañase para poder preguntar.,2023-12-11,5,,Helpful,,True
Anonymous,There are no comments available for this review,2023-12-10,4,,,a partner or spouse,False
Laura,"The trip was nice overall. I was though disappointed on visit to Murano. I expected to see the island and walk around for 30 - 60 minutes. All time was spent in a glass workshop, then in showroom (where you could buy different glass items) for higher prices than in Venice.",2023-12-10,4,Romania,Helpful,family,False
Caterina,"Escursione ben organizzata alle isole della laguna di Venezia, con commento durante gli spostamenti in motonave da parte di una guida in 4 lingue (italiano, inglese, francese e spagnolo). L'unico appunto è sulla ripartizione del tempo a disposizione tra le varie soste: Murano avrebbe richiesto mezz'oretta in più (considerato anche che la dimostrazione in vetreria dura circa un quarto d'ora) che poteva essere sottratta a Torcello. Vale comunque la pena :)",2023-12-10,4,Italy,Helpful,a partner or spouse,True
Gloria,"Consiglio il tour da fare per chi ha poco tempo , in 5 ore si vedono 3 isole con risparmio notevole",2023-12-10,4,Italy,Helpful,friends,True
Michel,"Manière synthétique d'avoir un aperçu rapide des trois îles. Quartier libre sur Burano et torcello. En revanche, sur murano, groupe cantonné chez un souffleur de verre avec boutique. Aucune visite de l'île. Ceci étant, il faut bien que tout le monde vive et nous aurons ramené de beaux souvenirs...",2023-12-10,4,France,Helpful,a partner or spouse,True
Jose,"Torcello needs a Coffee and Gelato place, since it is the last stop, people are tired and a coffee and/or gelato could make the trip back to Venice more enjoyable.",2023-12-09,3,United States,Helpful,solo,False
Silvia,There are no comments available for this review,2023-12-09,4,Switzerland,,a partner or spouse,False
Catherine,"The highlight was the Cathedral on Torcello, which we paid to go in. I think most people missed it.",2023-12-07,5,United Kingdom,Helpful,a partner or spouse,False
VERONICA,There are no comments available for this review,2023-12-06,5,Spain,,a partner or spouse,False
Marta,Really worth it! I totally recommend it! You can’t leave Venice without visiting these three Islands,2023-12-06,5,Spain,Helpful,a partner or spouse,False
miriam,"Una excursión increíble, la recomiendo mucho",2023-12-05,5,Mexico,Helpful,family,True
Elena-Veronica,There are no comments available for this review,2023-12-05,5,Romania,,a partner or spouse,False
Manukyan,"A bit difficult to find tge yellow desk, could be more visible. Torcelli was not even needed I think, but Murano and Burano were very interesting",2023-12-05,5,Armenia,Helpful,friends,False
Claire,I really enjoyed Murano and Burano not so much Torcello. This was just personal choice. Our tour guide spoke in several different languages and was really knowledgeable and informative. Murano we had a demonstration a took photos of the glass blowing after. Burano I got some lunch and walked around and took photos of the coloured houses and bought something made of lace. Torcello it wasn't worth visiting. There is a bit of a walk to the first church and most people stopped at the pub on the way and didn't bother with the church. It was cold.,2023-12-04,5,United Kingdom,Helpful,solo,False
Lúcia,There are no comments available for this review,2023-12-04,4,Portugal,,friends,False
Giorgos,"Great trip, the tour guide was explaining things along the trip in multiple languages so that everyone could understand. We had plenty of time in every island to roam around and explore as well as shop for memorabilia. The visit to Torcello was also very inspiring as we witnessed the early medieval ruins and artifacts.",2023-12-03,5,Greece,Helpful,a partner or spouse,True
severine,Belle découverte des 3 îles cependant trop court sur Lille de Burano… il faudrait avoir un peu plus de temps !,2023-12-03,4,France,Helpful,a partner or spouse,True
Jean -louis,There are no comments available for this review,2023-12-03,5,Belgium,,a partner or spouse,False
Anonymous,"La experiencia estaba bien, y creemos que vale la pena. No obstante, la demostración de como hacen el cristal en Murano, fue MUY corta (5 minutos), puesto que a la empresa que hace la demostración le interesa más que termines comprando en su tienda. Vamos que la demostración son 5 minutos, y se dan prisa para decirte que tienen una tienda donde puedes comprar... Tampoco os dejéis engañar, porque en la tienda de al lado de la cristaleria te venden lo mismo un 75% más barato.",2023-12-02,4,,Helpful,a partner or spouse,False
Anonymous,There are no comments available for this review,2023-12-02,4,,,,False
Jane,A lovely day out visiting three beautiful islands - clear guide - free time,2023-12-02,5,United Kingdom,Helpful,family,False
Geoff,A good quick look at the 3 islands but seemed a little rushed. I would take the vaparetto to spend more time at Murano and burano.,2023-12-02,4,Australia,Helpful,a partner or spouse,False
Astrid,There are no comments available for this review,2023-12-01,4,Austria,,solo,False
Stephanie,"6 stündige bootstour nach murano, burano und torcello gemacht. Wenn man sich vorher informiert, findet man den infostand problemlos. Der guide begleitet die gruppe dann zum Boot. 4 gesprochene sprachen,alles gut über Lautsprecher zu hören. Wenn man einen mehrstündigen tagestrip bucht, sollte man eigentlich wissen,daß man nicht alle 3 Inseln komplett besichtigen kann. Wir hatten genügend Zeit. Fast überall 1h Zeit. Für mich persönlich hat es gereicht. Ein gelungener Tag. Alle waren sehr freundlich und gut organisiert",2023-12-01,5,Germany,Helpful,solo,True
