Reviewer_Name,Review_Body,Review_Date,Rating,Country,Helpful_Tag,Travel Category,Require_Translate
Maria,"Park nas milo prekvapil, kus krasnej prirody uprostred mesta.",2024-03-06,5,Slovakia,Helpful,family,True
Valeriia,There are no comments available for this review,2024-03-06,5,,,family,False
Toro,There are no comments available for this review,2024-03-06,5,,,solo,False
Erika,There are no comments available for this review,2024-03-06,5,Hungary,,family,False
Zaslavska,There are no comments available for this review,2024-03-05,4,Greece,,friends,False
Frenchy,"Un parcours pas vraiment évident, mal indiqué Environnement entretenu moyen On doit deviner qu'il y a des files d'attente !! Heureusement de belles réalisations",2024-03-05,4,,Helpful,a partner or spouse,True
Orani,There are no comments available for this review,2024-03-05,5,Switzerland,,friends,False
Anonymous,There are no comments available for this review,2024-03-05,5,,,,False
Anonymous,There are no comments available for this review,2024-03-05,5,,,,False
Apostolos,There are no comments available for this review,2024-03-05,5,,,a partner or spouse,False
Benjamin,There are no comments available for this review,2024-03-05,5,Belgium,,a partner or spouse,False
Vaclav,There are no comments available for this review,2024-03-05,5,Czech Republic,,a partner or spouse,False
Anonymous,There are no comments available for this review,2024-03-05,5,,,,False
Anonymous,It was interesting. Just probably the wrong season. The garden landscape was overgrown and nothing was blooming,2024-03-04,4,,Helpful,a partner or spouse,False
Grzegorz,There are no comments available for this review,2024-03-04,2,Poland,,a partner or spouse,False
Anonymous,There are no comments available for this review,2024-03-04,3,,,a partner or spouse,False
Anonymous,There are no comments available for this review,2024-03-04,5,,,a partner or spouse,False
fatma,There are no comments available for this review,2024-03-04,5,Netherlands,,friends,False
Laurence,"Un peu déçu, sur côté je trouve Mais joli parc pour flâner Entrée un peu cher pour ce que c'est !!",2024-03-04,3,France,Helpful,friends,True
Marcin,There are no comments available for this review,2024-03-04,5,Poland,,a partner or spouse,False
Anonymous,There are no comments available for this review,2024-03-04,4,,,family,False
Jean-Pol,There are no comments available for this review,2024-03-04,5,Belgium,,a partner or spouse,False
Sophie,There are no comments available for this review,2024-03-04,5,United Kingdom,,friends,False
Anonymous,There are no comments available for this review,2024-03-04,5,,,,False
Anonymous,"beautiful and magical place, its alot walking for young kids be ready",2024-03-04,4,,Helpful,family,False
Anonymous,There are no comments available for this review,2024-03-03,5,,,,False
Oksana,There are no comments available for this review,2024-03-03,5,Ukraine,,family,False
Antonio,There are no comments available for this review,2024-03-03,5,Germany,,solo,False
Ivan,"the park is not so easily connected to the central part of the city, so that is one of the disadvantages and it is very crowded, and if you need to visit it, YES OF COURSE, a beautiful panoramic view of Barcelona.",2024-03-03,4,Serbia,Helpful,solo,True
Chrysovalantis Alkiviadis,There are no comments available for this review,2024-03-03,1,Greece,,family,False
Olga,There are no comments available for this review,2024-03-03,5,Czech Republic,,solo,False
Sofia,It is always a good idea to book online as it was sold out the day we visited! So happy that we did 😄,2024-03-03,5,Denmark,Helpful,friends,True
Alla,There are no comments available for this review,2024-03-03,5,Denmark,,family,False
Anonymous,Umile,2024-03-03,3,,Helpful,friends,True
Barbara,We love it so much!!!,2024-03-02,5,Ireland,Helpful,a partner or spouse,False
Anonymous,Parking très cher,2024-03-02,5,,Helpful,a partner or spouse,True
Julie,"Beautiful park up on the hill with stunning views across Barcelona. Plenty of great viewing points, areas to rest and eat while seeing Gaudi’s fascinating structures.",2024-03-02,5,New Zealand,Helpful,a partner or spouse,False
Mariola,There are no comments available for this review,2024-03-02,5,Poland,,a partner or spouse,False
Anna,There are no comments available for this review,2024-03-02,5,Germany,,family,False
Ioannis,There are no comments available for this review,2024-03-02,3,Greece,,family,False
Leila,There are no comments available for this review,2024-03-02,5,Kazakhstan,,family,False
Anonymous,There are no comments available for this review,2024-03-02,5,,,,False
Sonia,"Allez sur le site officiel du Parc Guell !!! Vous payerez moins cher ! Je me suis faite avoir ! Autrement le parc est super joli ! Les escalators étaient en travaux quand j’y suis allée mais il y a d’autres alternatives : bus, d’autres rues sans marche, j’ai vu une autre rue avec d’autres escalators.",2024-03-02,3,,Helpful,solo,True
Teliuchyk,"Дуже гарний парк, все дуже цікаво, рекомендую всім відвідати це місце у Барселоні . Велика територія, можна брати з собою їжу, воду.",2024-03-01,5,Poland,Helpful,family,True
Dariusz,"Moim zdaniem w Barcelonie jest dużo więcej fajnych miejsc ,jeśli jesteś tu na krótki trip to szkoda czasu.",2024-03-01,2,,Helpful,a partner or spouse,True
Marchewka,There are no comments available for this review,2024-03-01,4,Poland,,a partner or spouse,False
Zuzana,There are no comments available for this review,2024-03-01,5,Czech Republic,,family,False
Barbara,There are no comments available for this review,2024-02-29,5,Poland,,family,False
Barbora,There are no comments available for this review,2024-02-28,5,Czech Republic,,friends,False
JEAN MARIE,Difficulté de trouver des toilettes (âge des personnes > 75 ans),2024-02-28,4,Belgium,Helpful,family,True
alessia,"Esperienza suggestiva e particolare, avvolti in un parco caratteristico,pieno di storia. Ci si può trattenere tutto il tempo che si desidera. Fornito anche di una piccola area picnic per uno spuntino per poi proseguire... Se si viene a Barcellona impossibile non visitarlo! Consigliatissimo!",2024-02-28,5,Italy,Helpful,family,True
Frédéric,There are no comments available for this review,2024-02-28,4,France,,family,False
Lauren,It’s a beautiful place - but a little expensive just to walk round somewhere. There is nothing there like a museum or cafe etc - this fee is literally just to walk around. It’s still a beautiful place and we really enjoyed it.,2024-02-28,4,United Kingdom,Helpful,family,False
Anonymous,There are no comments available for this review,2024-02-28,1,,,,False
Hajrulla,There are no comments available for this review,2024-02-28,4,Albania,,family,False
Philippe,Deuxième visite et toujours sous le charme de cet endroit. Juste beaucoup de monde....mais bon,2024-02-27,4,France,Helpful,a partner or spouse,True
Michil,There are no comments available for this review,2024-02-27,5,Netherlands,,solo,False
Carmela,There are no comments available for this review,2024-02-27,5,Italy,,friends,False
Christina,There are no comments available for this review,2024-02-27,5,Ireland,,family,False
Matej,There are no comments available for this review,2024-02-27,5,Slovenia,,family,False
Marilyn,Visited in February and gardens were dry and not very green. Lots and lots of walking required and steep hills. Could be pretty in late spring. Definitely must purchase monument tickets online in advance as we did. But really not much to see there.,2024-02-26,3,United States,Helpful,a partner or spouse,False
Majlinda,There are no comments available for this review,2024-02-26,4,Austria,,friends,False
gilles,"Superbe jardin avec l'audio guide iphone, on est comprend l'historique de ce parc. Trés agréable. on y restait 2H30",2024-02-26,5,France,Helpful,a partner or spouse,True
Domenico,There are no comments available for this review,2024-02-26,4,Spain,,family,False
Ana,There are no comments available for this review,2024-02-26,5,,,family,False
Joanna,There are no comments available for this review,2024-02-26,5,,,family,False
Sandrine,There are no comments available for this review,2024-02-25,4,Spain,,,False
Stefania,There are no comments available for this review,2024-02-25,5,Romania,,family,False
Bernadett,There are no comments available for this review,2024-02-25,5,Hungary,,family,False
Irina,Very busy place,2024-02-25,4,Romania,Helpful,family,True
Christopher,There are no comments available for this review,2024-02-25,5,,,family,False
Anonymous,We are so grateful we booked the ticket online before the day of visit. Tickets were sold out on that day. Recommend to secure ur ticket to avoid disappointment. Access using online voucher is easy and smooth,2024-02-25,5,,Helpful,a partner or spouse,False
Anonymous,Prachtig weer en prachtig bijgehouden park!,2024-02-24,5,,Helpful,colleagues,True
Anonymous,There are no comments available for this review,2024-02-24,5,,,,False
Anonymous,"Mooi Park, leuk om te zien, bus stopt voor de deur.",2024-02-24,4,,Helpful,family,True
Monika,I have made a mistake to book tickets one day before our arrival. You didn’t want to change it. On place I bought new tickets and they were cheaper than your “discounted” offer. Never again will book services beside stay.,2024-02-24,1,Bulgaria,Helpful,friends,False
Maria Dolores,There are no comments available for this review,2024-02-24,5,Spain,,family,False
Anonymous,There are no comments available for this review,2024-02-24,5,,,,False
Anonymous,Fantastisch park. Wel een klim om er te komen.,2024-02-24,5,,Helpful,family,True
Anonymous,There are no comments available for this review,2024-02-24,5,,,,False
Anonymous,现在门票太贵了、以前都是免费的、人巨多,2024-02-24,1,,Helpful,family,True
Reda,Būtina Barselonoje pamatyti Gaudi kūrybą. Labai įspūdinga.,2024-02-24,5,,Helpful,family,True
Anonymous,There are no comments available for this review,2024-02-24,5,,,,False
davy,"Prachtig park,maar te druk!",2024-02-24,3,Belgium,Helpful,a partner or spouse,True
Karen,Not enough women’s bathrooms. Directions were not clear. Too many people. There are other Gaudi sights that are much more interesting.,2024-02-23,2,United States,Helpful,friends,False
Daniela,"Ungenau beschrieben von der U Bahn Station, zu viele Leute , nicht die Erwartungen erfüllt, kann man besuchen muss man aber nicht unbedingt , Preis Leistung schlecht",2024-02-23,2,Austria,Helpful,family,True
Anonymous,There are no comments available for this review,2024-02-23,5,,,,False
Anonymous,There are no comments available for this review,2024-02-23,5,,,,False
Anonymous,There are no comments available for this review,2024-02-23,5,,,,False
Ian,Great gardens and sculptures. Pity Gaudi museum was closed. Should have been duly notified of this.,2024-02-23,5,United Kingdom,Helpful,solo,False
Karoline,Rigtig fin gåtur i flotte omgivelser og en fantastisk udsigt over Barcelona!,2024-02-23,4,Denmark,Helpful,a partner or spouse,True
Sofia,There are no comments available for this review,2024-02-22,4,,,a partner or spouse,False
Charles,The lack of mobile services is not good given tickets can only be bought online.,2024-02-22,5,France,Helpful,family,False
Collins,Ce parc est incroyable à refaire!!! Moi je suis français,2024-02-22,5,France,Helpful,solo,True
Anonymous,There are no comments available for this review,2024-02-22,5,,,,False
Kenza,There are no comments available for this review,2024-02-22,4,,,friends,False
Fabicka,There are no comments available for this review,2024-02-22,5,,,a partner or spouse,False
Karen,La Sagrada Familia and Casa Vicens were more informative about Gaudi and more spectacular. Yet the nature walks at Park Guell were a relaxing break from the city and views superb.,2024-02-21,3,,Helpful,a partner or spouse,False
Seong Ho,There are no comments available for this review,2024-02-21,3,,,a partner or spouse,False
Anonymous,There are no comments available for this review,2024-02-21,5,,,,False
SALVATORE,There are no comments available for this review,2024-02-21,4,Italy,,a partner or spouse,False
Anonymous,There are no comments available for this review,2024-02-21,1,,,,False
Anonymous,There are no comments available for this review,2024-02-21,5,,,,False
Éva,There are no comments available for this review,2024-02-21,5,Austria,,family,False
Iwona,There are no comments available for this review,2024-02-21,5,Poland,,friends,False
Ioana,There are no comments available for this review,2024-02-21,5,United Kingdom,,family,False
Ana,It is a place worth enjoying and knowing,2024-02-21,5,United States,Helpful,family,False
Yannis,parc très simple d'accès a 5 min. du métro. hyper beau architecture incroyable.,2024-02-20,5,Switzerland,Helpful,a partner or spouse,True
Myriam,There are no comments available for this review,2024-02-20,4,France,,a partner or spouse,False
Anonymous,There are no comments available for this review,2024-02-20,5,,,friends,False
Anonymous,There are no comments available for this review,2024-02-20,5,,,,False
Julie,We booked the silver night tour. So we had audio which helped a lot to immerse ourselves in the history of the house. The light show was great even though I thought they would be more.,2024-02-20,5,Malta,Helpful,a partner or spouse,False
Anonymous,There are no comments available for this review,2024-02-20,5,,,,False
Adriane,There are no comments available for this review,2024-02-20,5,Brazil,,family,False
Zbynek,Jedinečné místo s pro nás netypickou architekturou,2024-02-20,4,Czech Republic,Helpful,family,True
Anonymous,There are no comments available for this review,2024-02-19,5,,,,False
Lucia,There are no comments available for this review,2024-02-19,4,Italy,,family,False
Arnolds,We expected more.,2024-02-19,5,Latvia,Helpful,a partner or spouse,False
fanny,Mettre de bonnes chaussures. Il y a de la marche et cela monte,2024-02-19,4,France,Helpful,family,True
Saša,There are no comments available for this review,2024-02-19,5,Serbia,,family,False
Laura,There are no comments available for this review,2024-02-19,5,Spain,,friends,False
Lorena,There are no comments available for this review,2024-02-19,5,Austria,,friends,False
Mélanie,There are no comments available for this review,2024-02-19,5,France,,a partner or spouse,False
Eduardo Gomes,Um parque grande mas com poucas assistente para nos orientar. No meu caso o QRCODE não funcionou.,2024-02-19,3,Portugal,Helpful,solo,True
Anonymous,There are no comments available for this review,2024-02-19,5,,,a partner or spouse,False
IGOR,There are no comments available for this review,2024-02-19,3,Slovakia,,a partner or spouse,False
Fabio,There are no comments available for this review,2024-02-19,5,Italy,,friends,False
Erika Debora,Bellossimoooo,2024-02-19,5,Italy,Helpful,friends,True
Linda,There are no comments available for this review,2024-02-18,5,United States,,a partner or spouse,False
João,There are no comments available for this review,2024-02-18,5,,,solo,False
Anonymous,Piekny park polecam,2024-02-18,5,,Helpful,family,True
Anonymous,"Určitě stojí za návštěvu, jen doporučuji koupit lístek dopředu.",2024-02-18,5,,Helpful,friends,True
Atefeh Ali,There are no comments available for this review,2024-02-18,5,Spain,,family,False
Anonymous,One of attractions in Barcelona to be seen. Walking around park enjoying and at the end terrace with the view and dragon.,2024-02-18,5,,Helpful,family,True
Donyor,In short it was amazing !,2024-02-18,5,France,Helpful,solo,True
Anonymous,There are no comments available for this review,2024-02-18,4,,,,False
Josephus,There are no comments available for this review,2024-02-18,5,,,a partner or spouse,False
Anonymous,There are no comments available for this review,2024-02-17,5,,,,False
Anonymous,There are no comments available for this review,2024-02-17,5,,,,False
Florina Simona,There are no comments available for this review,2024-02-17,5,Romania,,family,False
Isabelle,"Pas bien,on peut pas circuler librement !! On doit suivre un circuit !!",2024-02-17,1,France,Helpful,a partner or spouse,True
Alwine,Sehr schöner Park,2024-02-17,5,Spain,Helpful,a partner or spouse,True
Eglė,There are no comments available for this review,2024-02-17,5,Lithuania,,friends,False
CSABA TAMAS,There are no comments available for this review,2024-02-16,4,Hungary,,family,False
Michaela,There are no comments available for this review,2024-02-16,5,Slovakia,,friends,False
Matthieu,There are no comments available for this review,2024-02-16,3,France,,a partner or spouse,False
Ines,There are no comments available for this review,2024-02-16,4,Germany,,family,False
Garry,I presented my online ticket to staff at the entrance and was told I was at the wrong entrance and told I couldn't read properly. I went to a different entrance and was told to go to larrad Street no 41 as my ticket was for a tour. We walked down the hill to the meeting point only ti be told that our tickets were for the nain entrance. So we hike back up the hill to the original starting point. Eventually we get into the park which was amazing however the initial poor customer service put a dampener on the experience. Staff were rude and unhelpful,2024-02-15,2,,Helpful,family,False
Christel,Heel mooi Gemakkelijk te bereiken en te bewandelen,2024-02-15,5,Belgium,Helpful,family,True
Thomas,There are no comments available for this review,2024-02-15,5,Austria,,family,False
Anonymous,Tutto bene,2024-02-14,5,,Helpful,family,True
Tovarova,There are no comments available for this review,2024-02-14,4,,,family,False
Jeannine,Jammer dat er geen duidelijke looproute was.,2024-02-14,3,Netherlands,Helpful,a partner or spouse,True
Anonymous,There are no comments available for this review,2024-02-14,5,,,family,False
Océane,There are no comments available for this review,2024-02-14,5,France,,a partner or spouse,False
Aram,There are no comments available for this review,2024-02-14,5,United Kingdom,,family,False
Klára,"Csodálatos volt,ki ne hagyja senki sem,ha Barcelonában jár. Meseszép park.",2024-02-14,5,,Helpful,a partner or spouse,True
Andrea,There are no comments available for this review,2024-02-14,4,Italy,,a partner or spouse,False
Horst,There are no comments available for this review,2024-02-14,4,Germany,,a partner or spouse,False
Stefano,There are no comments available for this review,2024-02-14,3,Italy,,a partner or spouse,False
Anonymous,There are no comments available for this review,2024-02-14,5,,,,False
Anonymous,There are no comments available for this review,2024-02-14,4,,,friends,False
gianni,Purtroppo è cambiato rispetto ad anni fa … una volta ingresso libero ed era tutto aperto… ora che è a pagamento molto mirador punti panoramici sono esterni al parco e se esci nn puoi rientrare… percorso obbligato e transennato . Peccato,2024-02-13,5,Italy,Helpful,,True
Gabriella,Esperienza molto bella. Stupenda passeggiata tra natura ed arte! Vista mozzafiato sulla città. Ingresso rapido senza attesa!,2024-02-13,5,Italy,Helpful,family,True
Nick,Awesome Park to spend the day exploring and learning about Gaudí. Great green space with views of Barcelona. The cafeteria is okay but nothing exceptional.,2024-02-13,4,Canada,Helpful,a partner or spouse,False
Nilson,me parece muy mal un sitio como este y no preste el servicio de Parkin,2024-02-13,1,Spain,Helpful,a partner or spouse,True
Anonymous,There are no comments available for this review,2024-02-13,2,,,,False
Anonymous,There are no comments available for this review,2024-02-13,5,,,,False
Valentina,There are no comments available for this review,2024-02-13,5,Italy,,friends,False
Michael,There are no comments available for this review,2024-02-12,4,Germany,,family,False
VERONIQUE,There are no comments available for this review,2024-02-12,5,France,,family,False
Anonymous,There are no comments available for this review,2024-02-12,1,,,,False
Serena,There are no comments available for this review,2024-02-12,5,Italy,,family,False
Anonymous,"Om dit park te bezoeken, raad ik aan om tickets tijdig te boeken. Locatie is goed bereikbaar vanaf het centrum met de bus. Prachtig park, genoeg te zien en bent wel een paar uurtjes zoet.",2024-02-12,5,,Helpful,family,True
Anonymous,There are no comments available for this review,2024-02-12,5,,,,False
Casciaro,"Non tenete in considerazione le scale mobili perchè non sono in funzione, quindi bisogna salire a piedi ed è abbastanza pesante come percorso. quindi no metro. Il mezzo più idoneo è il bus o se proprio volete andare sul sicuro andate col taxi!",2024-02-12,1,,Helpful,a partner or spouse,True
Cagla,There are no comments available for this review,2024-02-12,5,Turkey,,friends,False
Melanie,So far out of town. Not really worth it for us!,2024-02-12,2,United States,Helpful,a partner or spouse,False
Zana,"The view was nice, the park and the monuments are beautiful, but it was too crowded, it was hard to get a picture cause it was too many people. It was also very hard to reach the park because is up on the hill soo you almost need to hike.",2024-02-11,4,Slovenia,Helpful,a partner or spouse,False
Anonymous,There are no comments available for this review,2024-02-11,3,,,,False
Monika,Bardzo ładne miejsce!,2024-02-11,5,Poland,Helpful,friends,True
Anonymous,There are no comments available for this review,2024-02-11,5,,,a partner or spouse,False
Adrianne,"Interesting park even beyond Gaudi, we saw people walking their dogs, a kids playground, etc. We just did admission but probably should have done a tour of some kind (even an audio tour if they had one). Signage is not developed enough to use that only if you want more background. Easy enough to get to on public transport (bus, the metro still gives you a bit of a walk all uphill). I would recommend it but if you have mobility issues, you'll need to factor in that although there are many flat surfaces, you'd want to figure out the loop using that instead of the many stairs that act as shortcuts.",2024-02-11,4,Italy,Helpful,a partner or spouse,False
Maria,There are no comments available for this review,2024-02-11,5,Bulgaria,,family,False
Banuta,Minunat,2024-02-10,5,Romania,Helpful,family,True
Luigi,There are no comments available for this review,2024-02-10,5,Italy,,a partner or spouse,False
Anonymous,There are no comments available for this review,2024-02-10,5,,,a partner or spouse,False
Ina,Wir konnten mit unserem Ticket schon früher in den Park. Toller Park muss man gesehen haben.,2024-02-09,5,Germany,Helpful,family,True
Raffaella,"Ho acquistato due biglietti al parco senza audio guida, ci siamo recati all’ingresso principale come riportato dalle indicazioni e al varco di accesso hanno inserito manualmente il codice riportato sul pdf di conferma entrando senza problemi ne fila. Servizio ottimo e parco bellissimo. Direttamente collegato con bus dal centro",2024-02-08,5,Italy,Helpful,a partner or spouse,True
Rattana,There are no comments available for this review,2024-02-08,5,Spain,,family,False
Anonymous,There are no comments available for this review,2024-02-08,4,,,,False
Beatriz,There are no comments available for this review,2024-02-08,3,Spain,,a partner or spouse,False
GUY,There are no comments available for this review,2024-02-08,3,France,,a partner or spouse,False
marija,There are no comments available for this review,2024-02-07,4,,,family,False
Anonymous,There are no comments available for this review,2024-02-07,2,,,,False
Anonymous,"No compréis las entradas en booking.com., son más caras, comprarlas en el parque",2024-02-07,1,,Helpful,friends,True
Arcangelo,There are no comments available for this review,2024-02-07,5,Italy,,a partner or spouse,False
Manoni,"Da non perdere, così come l'altra opera principale di Gaudì, Casa Batlló",2024-02-06,5,,Helpful,a partner or spouse,True
Simonetta,Uscita dalla metropolitana non è stato così facile trovare indicazioni per raggiungere il parco. Abbiamo dovuto chiedere informazioni alle persone. Comunque il parco è magnifico. Sembra di essere in una favola,2024-02-06,5,Italy,Helpful,friends,True
Tomas,There are no comments available for this review,2024-02-06,2,Lithuania,,family,False
Yves,"Très belle immersion dans le génie de Gaudi !! Par contre, un sens de circulation imposé et un manque d’indications rendent la balade parfois pénible Déception : la maison-musée était fermée 😞",2024-02-06,4,France,Helpful,a partner or spouse,True
Anonymous,There are no comments available for this review,2024-02-06,4,,,a partner or spouse,False
